"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Sep 06 07:15:25 GMT 2021","Mon Sep 06 07:15:30 GMT 2021","5199","","Home page spec [EDGE - win32] ","","","","Passed test [EDGE - win32] ",""
"passed","Mon Sep 06 07:15:20 GMT 2021","Mon Sep 06 07:15:23 GMT 2021","3528","","Home page spec [CHROME - win32] ","","","","Passed test [CHROME - win32] ",""
"passed","Mon Sep 06 07:13:46 GMT 2021","Mon Sep 06 07:13:49 GMT 2021","3036","","Home page spec [CHROME - darwin] ","","","","Passed test [CHROME - darwin] ",""
"failed","Mon Sep 06 07:15:25 GMT 2021","Mon Sep 06 07:15:37 GMT 2021","11212","","Home page spec [CHROME - win32] ","","","","Failed test [CHROME - win32] ",""
"skipped","Mon Sep 06 07:15:47 GMT 2021","Mon Sep 06 07:15:47 GMT 2021","2","","Home page spec [EDGE - win32] ","","","","Skipped test [EDGE - win32] ",""
"failed","Mon Sep 06 07:15:33 GMT 2021","Mon Sep 06 07:15:45 GMT 2021","11762","","Home page spec [EDGE - win32] ","","","","Failed test [EDGE - win32] ",""
"skipped","Mon Sep 06 07:15:39 GMT 2021","Mon Sep 06 07:15:39 GMT 2021","1","","Home page spec [CHROME - win32] ","","","","Skipped test [CHROME - win32] ",""
"passed","Mon Sep 06 07:15:28 GMT 2021","Mon Sep 06 07:15:31 GMT 2021","2900","","Home page spec [FIREFOX - win32] ","","","","Passed test [FIREFOX - win32] ",""
"failed","Mon Sep 06 07:13:51 GMT 2021","Mon Sep 06 07:14:02 GMT 2021","11063","","Home page spec [CHROME - darwin] ","","","","Failed test [CHROME - darwin] ",""
"skipped","Mon Sep 06 07:15:46 GMT 2021","Mon Sep 06 07:15:46 GMT 2021","4","","Home page spec [FIREFOX - win32] ","","","","Skipped test [FIREFOX - win32] ",""
"skipped","Mon Sep 06 07:14:04 GMT 2021","Mon Sep 06 07:14:04 GMT 2021","2","","Home page spec [CHROME - darwin] ","","","","Skipped test [CHROME - darwin] ",""
"failed","Mon Sep 06 07:15:33 GMT 2021","Mon Sep 06 07:15:44 GMT 2021","10799","","Home page spec [FIREFOX - win32] ","","","","Failed test [FIREFOX - win32] ",""
