"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Sep 25 21:11:30 GMT 2021","Sat Sep 25 21:11:33 GMT 2021","3436","","Home page spec [EDGE - win32] ","","","","Passed test [EDGE - win32] ",""
"failed","Sat Sep 25 21:12:14 GMT 2021","Sat Sep 25 21:12:25 GMT 2021","10910","","Home page spec [FIREFOX - win32] ","","","","Failed test [FIREFOX - win32] ",""
"failed","Sat Sep 25 21:11:36 GMT 2021","Sat Sep 25 21:11:47 GMT 2021","11793","","Home page spec [EDGE - win32] ","","","","Failed test [EDGE - win32] ",""
"passed","Sat Sep 25 21:12:16 GMT 2021","Sat Sep 25 21:12:21 GMT 2021","4397","","Home page spec [CHROME - win32] ","","","","Passed test [CHROME - win32] ",""
"failed","Sat Sep 25 21:09:50 GMT 2021","Sat Sep 25 21:10:01 GMT 2021","10814","","Home page spec [CHROME - darwin] ","","","","Failed test [CHROME - darwin] ",""
"skipped","Sat Sep 25 21:12:36 GMT 2021","Sat Sep 25 21:12:36 GMT 2021","1","","Home page spec [CHROME - win32] ","","","","Skipped test [CHROME - win32] ",""
"skipped","Sat Sep 25 21:11:49 GMT 2021","Sat Sep 25 21:11:49 GMT 2021","1","","Home page spec [EDGE - win32] ","","","","Skipped test [EDGE - win32] ",""
"skipped","Sat Sep 25 21:10:03 GMT 2021","Sat Sep 25 21:10:03 GMT 2021","2","","Home page spec [CHROME - darwin] ","","","","Skipped test [CHROME - darwin] ",""
"passed","Sat Sep 25 21:12:09 GMT 2021","Sat Sep 25 21:12:12 GMT 2021","2448","","Home page spec [FIREFOX - win32] ","","","","Passed test [FIREFOX - win32] ",""
"passed","Sat Sep 25 21:09:46 GMT 2021","Sat Sep 25 21:09:47 GMT 2021","1840","","Home page spec [CHROME - darwin] ","","","","Passed test [CHROME - darwin] ",""
"failed","Sat Sep 25 21:12:23 GMT 2021","Sat Sep 25 21:12:34 GMT 2021","11107","","Home page spec [CHROME - win32] ","","","","Failed test [CHROME - win32] ",""
"skipped","Sat Sep 25 21:12:27 GMT 2021","Sat Sep 25 21:12:27 GMT 2021","4","","Home page spec [FIREFOX - win32] ","","","","Skipped test [FIREFOX - win32] ",""
