"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Sun Sep 19 21:19:14 GMT 2021","Sun Sep 19 21:19:14 GMT 2021","2","","Home page spec [EDGE - win32] ","","","","Skipped test [EDGE - win32] ",""
"passed","Sun Sep 19 21:18:41 GMT 2021","Sun Sep 19 21:18:46 GMT 2021","4664","","Home page spec [CHROME - win32] ","","","","Passed test [CHROME - win32] ",""
"failed","Sun Sep 19 21:20:18 GMT 2021","Sun Sep 19 21:20:29 GMT 2021","11121","","Home page spec [FIREFOX - win32] ","","","","Failed test [FIREFOX - win32] ",""
"failed","Sun Sep 19 21:18:48 GMT 2021","Sun Sep 19 21:18:59 GMT 2021","11285","","Home page spec [CHROME - win32] ","","","","Failed test [CHROME - win32] ",""
"failed","Sun Sep 19 21:19:00 GMT 2021","Sun Sep 19 21:19:12 GMT 2021","11209","","Home page spec [EDGE - win32] ","","","","Failed test [EDGE - win32] ",""
"skipped","Sun Sep 19 21:19:02 GMT 2021","Sun Sep 19 21:19:02 GMT 2021","1","","Home page spec [CHROME - win32] ","","","","Skipped test [CHROME - win32] ",""
"passed","Sun Sep 19 21:18:54 GMT 2021","Sun Sep 19 21:18:58 GMT 2021","3962","","Home page spec [EDGE - win32] ","","","","Passed test [EDGE - win32] ",""
"skipped","Sun Sep 19 21:20:31 GMT 2021","Sun Sep 19 21:20:31 GMT 2021","4","","Home page spec [FIREFOX - win32] ","","","","Skipped test [FIREFOX - win32] ",""
"passed","Sun Sep 19 21:20:13 GMT 2021","Sun Sep 19 21:20:16 GMT 2021","2795","","Home page spec [FIREFOX - win32] ","","","","Passed test [FIREFOX - win32] ",""
"failed","Sun Sep 19 21:17:15 GMT 2021","Sun Sep 19 21:17:26 GMT 2021","10767","","Home page spec [CHROME - darwin] ","","","","Failed test [CHROME - darwin] ",""
"skipped","Sun Sep 19 21:17:28 GMT 2021","Sun Sep 19 21:17:28 GMT 2021","1","","Home page spec [CHROME - darwin] ","","","","Skipped test [CHROME - darwin] ",""
"passed","Sun Sep 19 21:17:11 GMT 2021","Sun Sep 19 21:17:13 GMT 2021","2163","","Home page spec [CHROME - darwin] ","","","","Passed test [CHROME - darwin] ",""
