"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Oct 10 21:11:45 GMT 2021","Sun Oct 10 21:11:48 GMT 2021","3086","","Home page spec [FIREFOX - win32] ","","","","Passed test [FIREFOX - win32] ",""
"failed","Sun Oct 10 21:11:50 GMT 2021","Sun Oct 10 21:12:01 GMT 2021","10984","","Home page spec [FIREFOX - win32] ","","","","Failed test [FIREFOX - win32] ",""
"passed","Sun Oct 10 21:11:49 GMT 2021","Sun Oct 10 21:11:54 GMT 2021","4118","","Home page spec [EDGE - win32] ","","","","Passed test [EDGE - win32] ",""
"passed","Sun Oct 10 21:09:23 GMT 2021","Sun Oct 10 21:09:26 GMT 2021","3025","","Home page spec [CHROME - darwin] ","","","","Passed test [CHROME - darwin] ",""
"skipped","Sun Oct 10 21:09:42 GMT 2021","Sun Oct 10 21:09:42 GMT 2021","1","","Home page spec [CHROME - darwin] ","","","","Skipped test [CHROME - darwin] ",""
"skipped","Sun Oct 10 21:12:04 GMT 2021","Sun Oct 10 21:12:04 GMT 2021","4","","Home page spec [FIREFOX - win32] ","","","","Skipped test [FIREFOX - win32] ",""
"skipped","Sun Oct 10 21:12:09 GMT 2021","Sun Oct 10 21:12:09 GMT 2021","1","","Home page spec [EDGE - win32] ","","","","Skipped test [EDGE - win32] ",""
"passed","Sun Oct 10 21:10:51 GMT 2021","Sun Oct 10 21:10:54 GMT 2021","3414","","Home page spec [CHROME - win32] ","","","","Passed test [CHROME - win32] ",""
"failed","Sun Oct 10 21:10:56 GMT 2021","Sun Oct 10 21:11:08 GMT 2021","11354","","Home page spec [CHROME - win32] ","","","","Failed test [CHROME - win32] ",""
"failed","Sun Oct 10 21:09:28 GMT 2021","Sun Oct 10 21:09:39 GMT 2021","11146","","Home page spec [CHROME - darwin] ","","","","Failed test [CHROME - darwin] ",""
"skipped","Sun Oct 10 21:11:10 GMT 2021","Sun Oct 10 21:11:10 GMT 2021","2","","Home page spec [CHROME - win32] ","","","","Skipped test [CHROME - win32] ",""
"failed","Sun Oct 10 21:11:56 GMT 2021","Sun Oct 10 21:12:07 GMT 2021","11323","","Home page spec [EDGE - win32] ","","","","Failed test [EDGE - win32] ",""
