"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Fri Sep 10 07:44:03 GMT 2021","Fri Sep 10 07:44:03 GMT 2021","1","","Home page spec [CHROME - win32] ","","","","Skipped test [CHROME - win32] ",""
"failed","Fri Sep 10 07:44:15 GMT 2021","Fri Sep 10 07:44:26 GMT 2021","11093","","Home page spec [EDGE - win32] ","","","","Failed test [EDGE - win32] ",""
"passed","Fri Sep 10 07:44:09 GMT 2021","Fri Sep 10 07:44:12 GMT 2021","3761","","Home page spec [EDGE - win32] ","","","","Passed test [EDGE - win32] ",""
"skipped","Fri Sep 10 07:42:02 GMT 2021","Fri Sep 10 07:42:02 GMT 2021","1","","Home page spec [CHROME - darwin] ","","","","Skipped test [CHROME - darwin] ",""
"passed","Fri Sep 10 07:41:44 GMT 2021","Fri Sep 10 07:41:47 GMT 2021","2866","","Home page spec [CHROME - darwin] ","","","","Passed test [CHROME - darwin] ",""
"failed","Fri Sep 10 07:43:25 GMT 2021","Fri Sep 10 07:43:36 GMT 2021","10799","","Home page spec [FIREFOX - win32] ","","","","Failed test [FIREFOX - win32] ",""
"skipped","Fri Sep 10 07:43:38 GMT 2021","Fri Sep 10 07:43:38 GMT 2021","2","","Home page spec [FIREFOX - win32] ","","","","Skipped test [FIREFOX - win32] ",""
"skipped","Fri Sep 10 07:44:28 GMT 2021","Fri Sep 10 07:44:28 GMT 2021","1","","Home page spec [EDGE - win32] ","","","","Skipped test [EDGE - win32] ",""
"failed","Fri Sep 10 07:41:49 GMT 2021","Fri Sep 10 07:42:00 GMT 2021","11061","","Home page spec [CHROME - darwin] ","","","","Failed test [CHROME - darwin] ",""
"passed","Fri Sep 10 07:43:21 GMT 2021","Fri Sep 10 07:43:23 GMT 2021","2174","","Home page spec [FIREFOX - win32] ","","","","Passed test [FIREFOX - win32] ",""
"passed","Fri Sep 10 07:43:44 GMT 2021","Fri Sep 10 07:43:48 GMT 2021","3952","","Home page spec [CHROME - win32] ","","","","Passed test [CHROME - win32] ",""
"failed","Fri Sep 10 07:43:50 GMT 2021","Fri Sep 10 07:44:01 GMT 2021","11120","","Home page spec [CHROME - win32] ","","","","Failed test [CHROME - win32] ",""
