"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Fri Oct 22 21:12:35 GMT 2021","Fri Oct 22 21:12:46 GMT 2021","11567","","Home page spec [CHROME - win32] ","","","","Failed test [CHROME - win32] ",""
"passed","Fri Oct 22 21:12:28 GMT 2021","Fri Oct 22 21:12:32 GMT 2021","4539","","Home page spec [CHROME - win32] ","","","","Passed test [CHROME - win32] ",""
"failed","Fri Oct 22 21:10:02 GMT 2021","Fri Oct 22 21:10:13 GMT 2021","10912","","Home page spec [CHROME - darwin] ","","","","Failed test [CHROME - darwin] ",""
"passed","Fri Oct 22 21:12:41 GMT 2021","Fri Oct 22 21:12:46 GMT 2021","4583","","Home page spec [EDGE - win32] ","","","","Passed test [EDGE - win32] ",""
"passed","Fri Oct 22 21:12:04 GMT 2021","Fri Oct 22 21:12:06 GMT 2021","2140","","Home page spec [FIREFOX - win32] ","","","","Passed test [FIREFOX - win32] ",""
"passed","Fri Oct 22 21:09:57 GMT 2021","Fri Oct 22 21:10:00 GMT 2021","2680","","Home page spec [CHROME - darwin] ","","","","Passed test [CHROME - darwin] ",""
"failed","Fri Oct 22 21:12:08 GMT 2021","Fri Oct 22 21:12:19 GMT 2021","10785","","Home page spec [FIREFOX - win32] ","","","","Failed test [FIREFOX - win32] ",""
"skipped","Fri Oct 22 21:10:15 GMT 2021","Fri Oct 22 21:10:15 GMT 2021","1","","Home page spec [CHROME - darwin] ","","","","Skipped test [CHROME - darwin] ",""
"failed","Fri Oct 22 21:12:48 GMT 2021","Fri Oct 22 21:12:59 GMT 2021","11242","","Home page spec [EDGE - win32] ","","","","Failed test [EDGE - win32] ",""
"skipped","Fri Oct 22 21:12:21 GMT 2021","Fri Oct 22 21:12:21 GMT 2021","4","","Home page spec [FIREFOX - win32] ","","","","Skipped test [FIREFOX - win32] ",""
"skipped","Fri Oct 22 21:13:01 GMT 2021","Fri Oct 22 21:13:01 GMT 2021","2","","Home page spec [EDGE - win32] ","","","","Skipped test [EDGE - win32] ",""
"skipped","Fri Oct 22 21:12:48 GMT 2021","Fri Oct 22 21:12:48 GMT 2021","2","","Home page spec [CHROME - win32] ","","","","Skipped test [CHROME - win32] ",""
