"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Sep 20 21:20:57 GMT 2021","Mon Sep 20 21:21:00 GMT 2021","3435","","Home page spec [CHROME - darwin] ","","","","Passed test [CHROME - darwin] ",""
"skipped","Mon Sep 20 21:20:38 GMT 2021","Mon Sep 20 21:20:38 GMT 2021","3","","Home page spec [FIREFOX - win32] ","","","","Skipped test [FIREFOX - win32] ",""
"passed","Mon Sep 20 21:19:12 GMT 2021","Mon Sep 20 21:19:15 GMT 2021","2847","","Home page spec [EDGE - win32] ","","","","Passed test [EDGE - win32] ",""
"failed","Mon Sep 20 21:20:24 GMT 2021","Mon Sep 20 21:20:36 GMT 2021","11246","","Home page spec [FIREFOX - win32] ","","","","Failed test [FIREFOX - win32] ",""
"skipped","Mon Sep 20 21:21:16 GMT 2021","Mon Sep 20 21:21:16 GMT 2021","1","","Home page spec [CHROME - darwin] ","","","","Skipped test [CHROME - darwin] ",""
"passed","Mon Sep 20 21:19:18 GMT 2021","Mon Sep 20 21:19:21 GMT 2021","2910","","Home page spec [CHROME - win32] ","","","","Passed test [CHROME - win32] ",""
"skipped","Mon Sep 20 21:19:36 GMT 2021","Mon Sep 20 21:19:36 GMT 2021","1","","Home page spec [CHROME - win32] ","","","","Skipped test [CHROME - win32] ",""
"failed","Mon Sep 20 21:19:17 GMT 2021","Mon Sep 20 21:19:28 GMT 2021","10901","","Home page spec [EDGE - win32] ","","","","Failed test [EDGE - win32] ",""
"failed","Mon Sep 20 21:19:23 GMT 2021","Mon Sep 20 21:19:34 GMT 2021","10982","","Home page spec [CHROME - win32] ","","","","Failed test [CHROME - win32] ",""
"passed","Mon Sep 20 21:20:20 GMT 2021","Mon Sep 20 21:20:22 GMT 2021","2490","","Home page spec [FIREFOX - win32] ","","","","Passed test [FIREFOX - win32] ",""
"failed","Mon Sep 20 21:21:02 GMT 2021","Mon Sep 20 21:21:14 GMT 2021","11295","","Home page spec [CHROME - darwin] ","","","","Failed test [CHROME - darwin] ",""
"skipped","Mon Sep 20 21:19:30 GMT 2021","Mon Sep 20 21:19:30 GMT 2021","1","","Home page spec [EDGE - win32] ","","","","Skipped test [EDGE - win32] ",""
