"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Oct 01 21:13:05 GMT 2021","Fri Oct 01 21:13:10 GMT 2021","4601","","Home page spec [CHROME - win32] ","","","","Passed test [CHROME - win32] ",""
"skipped","Fri Oct 01 21:10:44 GMT 2021","Fri Oct 01 21:10:44 GMT 2021","2","","Home page spec [CHROME - darwin] ","","","","Skipped test [CHROME - darwin] ",""
"failed","Fri Oct 01 21:13:12 GMT 2021","Fri Oct 01 21:13:24 GMT 2021","11233","","Home page spec [CHROME - win32] ","","","","Failed test [CHROME - win32] ",""
"failed","Fri Oct 01 21:10:30 GMT 2021","Fri Oct 01 21:10:42 GMT 2021","11197","","Home page spec [CHROME - darwin] ","","","","Failed test [CHROME - darwin] ",""
"skipped","Fri Oct 01 21:12:24 GMT 2021","Fri Oct 01 21:12:24 GMT 2021","2","","Home page spec [EDGE - win32] ","","","","Skipped test [EDGE - win32] ",""
"passed","Fri Oct 01 21:12:05 GMT 2021","Fri Oct 01 21:12:09 GMT 2021","3438","","Home page spec [EDGE - win32] ","","","","Passed test [EDGE - win32] ",""
"passed","Fri Oct 01 21:10:25 GMT 2021","Fri Oct 01 21:10:28 GMT 2021","2933","","Home page spec [CHROME - darwin] ","","","","Passed test [CHROME - darwin] ",""
"passed","Fri Oct 01 21:12:46 GMT 2021","Fri Oct 01 21:12:49 GMT 2021","2865","","Home page spec [FIREFOX - win32] ","","","","Passed test [FIREFOX - win32] ",""
"skipped","Fri Oct 01 21:13:26 GMT 2021","Fri Oct 01 21:13:26 GMT 2021","1","","Home page spec [CHROME - win32] ","","","","Skipped test [CHROME - win32] ",""
"failed","Fri Oct 01 21:12:11 GMT 2021","Fri Oct 01 21:12:22 GMT 2021","11201","","Home page spec [EDGE - win32] ","","","","Failed test [EDGE - win32] ",""
"skipped","Fri Oct 01 21:13:04 GMT 2021","Fri Oct 01 21:13:04 GMT 2021","3","","Home page spec [FIREFOX - win32] ","","","","Skipped test [FIREFOX - win32] ",""
"failed","Fri Oct 01 21:12:51 GMT 2021","Fri Oct 01 21:13:02 GMT 2021","11016","","Home page spec [FIREFOX - win32] ","","","","Failed test [FIREFOX - win32] ",""
