"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Sat Oct 09 21:12:34 GMT 2021","Sat Oct 09 21:12:34 GMT 2021","2","","Home page spec [CHROME - win32] ","","","","Skipped test [CHROME - win32] ",""
"passed","Sat Oct 09 21:12:14 GMT 2021","Sat Oct 09 21:12:18 GMT 2021","3693","","Home page spec [CHROME - win32] ","","","","Passed test [CHROME - win32] ",""
"passed","Sat Oct 09 21:11:27 GMT 2021","Sat Oct 09 21:11:30 GMT 2021","3063","","Home page spec [FIREFOX - win32] ","","","","Passed test [FIREFOX - win32] ",""
"failed","Sat Oct 09 21:12:20 GMT 2021","Sat Oct 09 21:12:31 GMT 2021","11080","","Home page spec [CHROME - win32] ","","","","Failed test [CHROME - win32] ",""
"failed","Sat Oct 09 21:11:19 GMT 2021","Sat Oct 09 21:11:30 GMT 2021","10891","","Home page spec [EDGE - win32] ","","","","Failed test [EDGE - win32] ",""
"failed","Sat Oct 09 21:09:55 GMT 2021","Sat Oct 09 21:10:06 GMT 2021","10957","","Home page spec [CHROME - darwin] ","","","","Failed test [CHROME - darwin] ",""
"failed","Sat Oct 09 21:11:32 GMT 2021","Sat Oct 09 21:11:43 GMT 2021","11011","","Home page spec [FIREFOX - win32] ","","","","Failed test [FIREFOX - win32] ",""
"passed","Sat Oct 09 21:11:14 GMT 2021","Sat Oct 09 21:11:17 GMT 2021","2706","","Home page spec [EDGE - win32] ","","","","Passed test [EDGE - win32] ",""
"skipped","Sat Oct 09 21:11:46 GMT 2021","Sat Oct 09 21:11:46 GMT 2021","3","","Home page spec [FIREFOX - win32] ","","","","Skipped test [FIREFOX - win32] ",""
"skipped","Sat Oct 09 21:10:08 GMT 2021","Sat Oct 09 21:10:08 GMT 2021","2","","Home page spec [CHROME - darwin] ","","","","Skipped test [CHROME - darwin] ",""
"passed","Sat Oct 09 21:09:49 GMT 2021","Sat Oct 09 21:09:53 GMT 2021","3740","","Home page spec [CHROME - darwin] ","","","","Passed test [CHROME - darwin] ",""
"skipped","Sat Oct 09 21:11:32 GMT 2021","Sat Oct 09 21:11:32 GMT 2021","1","","Home page spec [EDGE - win32] ","","","","Skipped test [EDGE - win32] ",""
