"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Oct 14 21:12:24 GMT 2021","Thu Oct 14 21:12:28 GMT 2021","4064","","Home page spec [EDGE - win32] ","","","","Passed test [EDGE - win32] ",""
"passed","Thu Oct 14 21:09:55 GMT 2021","Thu Oct 14 21:09:58 GMT 2021","2433","","Home page spec [CHROME - darwin] ","","","","Passed test [CHROME - darwin] ",""
"passed","Thu Oct 14 21:12:38 GMT 2021","Thu Oct 14 21:12:43 GMT 2021","4568","","Home page spec [CHROME - win32] ","","","","Passed test [CHROME - win32] ",""
"failed","Thu Oct 14 21:10:00 GMT 2021","Thu Oct 14 21:10:11 GMT 2021","11058","","Home page spec [CHROME - darwin] ","","","","Failed test [CHROME - darwin] ",""
"skipped","Thu Oct 14 21:10:13 GMT 2021","Thu Oct 14 21:10:13 GMT 2021","1","","Home page spec [CHROME - darwin] ","","","","Skipped test [CHROME - darwin] ",""
"skipped","Thu Oct 14 21:12:43 GMT 2021","Thu Oct 14 21:12:43 GMT 2021","2","","Home page spec [EDGE - win32] ","","","","Skipped test [EDGE - win32] ",""
"passed","Thu Oct 14 21:12:49 GMT 2021","Thu Oct 14 21:12:52 GMT 2021","3080","","Home page spec [FIREFOX - win32] ","","","","Passed test [FIREFOX - win32] ",""
"skipped","Thu Oct 14 21:12:58 GMT 2021","Thu Oct 14 21:12:58 GMT 2021","2","","Home page spec [CHROME - win32] ","","","","Skipped test [CHROME - win32] ",""
"failed","Thu Oct 14 21:12:54 GMT 2021","Thu Oct 14 21:13:05 GMT 2021","11071","","Home page spec [FIREFOX - win32] ","","","","Failed test [FIREFOX - win32] ",""
"failed","Thu Oct 14 21:12:45 GMT 2021","Thu Oct 14 21:12:56 GMT 2021","11383","","Home page spec [CHROME - win32] ","","","","Failed test [CHROME - win32] ",""
"skipped","Thu Oct 14 21:13:07 GMT 2021","Thu Oct 14 21:13:07 GMT 2021","2","","Home page spec [FIREFOX - win32] ","","","","Skipped test [FIREFOX - win32] ",""
"failed","Thu Oct 14 21:12:30 GMT 2021","Thu Oct 14 21:12:41 GMT 2021","11067","","Home page spec [EDGE - win32] ","","","","Failed test [EDGE - win32] ",""
