"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Sep 28 21:11:05 GMT 2021","Tue Sep 28 21:11:08 GMT 2021","2975","","Home page spec [FIREFOX - win32] ","","","","Passed test [FIREFOX - win32] ",""
"passed","Tue Sep 28 21:10:25 GMT 2021","Tue Sep 28 21:10:31 GMT 2021","5358","","Home page spec [CHROME - win32] ","","","","Passed test [CHROME - win32] ",""
"failed","Tue Sep 28 21:08:21 GMT 2021","Tue Sep 28 21:08:32 GMT 2021","10988","","Home page spec [CHROME - darwin] ","","","","Failed test [CHROME - darwin] ",""
"failed","Tue Sep 28 21:10:33 GMT 2021","Tue Sep 28 21:10:44 GMT 2021","11235","","Home page spec [CHROME - win32] ","","","","Failed test [CHROME - win32] ",""
"skipped","Tue Sep 28 21:10:46 GMT 2021","Tue Sep 28 21:10:46 GMT 2021","1","","Home page spec [CHROME - win32] ","","","","Skipped test [CHROME - win32] ",""
"failed","Tue Sep 28 21:11:10 GMT 2021","Tue Sep 28 21:11:21 GMT 2021","11104","","Home page spec [FIREFOX - win32] ","","","","Failed test [FIREFOX - win32] ",""
"skipped","Tue Sep 28 21:11:23 GMT 2021","Tue Sep 28 21:11:23 GMT 2021","4","","Home page spec [FIREFOX - win32] ","","","","Skipped test [FIREFOX - win32] ",""
"skipped","Tue Sep 28 21:10:38 GMT 2021","Tue Sep 28 21:10:38 GMT 2021","2","","Home page spec [EDGE - win32] ","","","","Skipped test [EDGE - win32] ",""
"passed","Tue Sep 28 21:08:16 GMT 2021","Tue Sep 28 21:08:19 GMT 2021","2680","","Home page spec [CHROME - darwin] ","","","","Passed test [CHROME - darwin] ",""
"failed","Tue Sep 28 21:10:25 GMT 2021","Tue Sep 28 21:10:36 GMT 2021","11084","","Home page spec [EDGE - win32] ","","","","Failed test [EDGE - win32] ",""
"passed","Tue Sep 28 21:10:19 GMT 2021","Tue Sep 28 21:10:22 GMT 2021","3530","","Home page spec [EDGE - win32] ","","","","Passed test [EDGE - win32] ",""
"skipped","Tue Sep 28 21:08:34 GMT 2021","Tue Sep 28 21:08:34 GMT 2021","2","","Home page spec [CHROME - darwin] ","","","","Skipped test [CHROME - darwin] ",""
