"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Sep 24 08:12:11 GMT 2021","Fri Sep 24 08:12:16 GMT 2021","4495","","Home page spec [EDGE - win32] ","","","","Passed test [EDGE - win32] ",""
"failed","Fri Sep 24 08:12:18 GMT 2021","Fri Sep 24 08:12:30 GMT 2021","11924","","Home page spec [EDGE - win32] ","","","","Failed test [EDGE - win32] ",""
"passed","Fri Sep 24 08:11:43 GMT 2021","Fri Sep 24 08:11:45 GMT 2021","2399","","Home page spec [FIREFOX - win32] ","","","","Passed test [FIREFOX - win32] ",""
"passed","Fri Sep 24 08:10:14 GMT 2021","Fri Sep 24 08:10:17 GMT 2021","2761","","Home page spec [CHROME - darwin] ","","","","Passed test [CHROME - darwin] ",""
"failed","Fri Sep 24 08:10:19 GMT 2021","Fri Sep 24 08:10:30 GMT 2021","11376","","Home page spec [CHROME - darwin] ","","","","Failed test [CHROME - darwin] ",""
"skipped","Fri Sep 24 08:10:33 GMT 2021","Fri Sep 24 08:10:33 GMT 2021","4","","Home page spec [CHROME - darwin] ","","","","Skipped test [CHROME - darwin] ",""
"skipped","Fri Sep 24 08:12:01 GMT 2021","Fri Sep 24 08:12:01 GMT 2021","4","","Home page spec [FIREFOX - win32] ","","","","Skipped test [FIREFOX - win32] ",""
"skipped","Fri Sep 24 08:12:32 GMT 2021","Fri Sep 24 08:12:32 GMT 2021","1","","Home page spec [EDGE - win32] ","","","","Skipped test [EDGE - win32] ",""
"passed","Fri Sep 24 08:12:25 GMT 2021","Fri Sep 24 08:12:30 GMT 2021","5133","","Home page spec [CHROME - win32] ","","","","Passed test [CHROME - win32] ",""
"skipped","Fri Sep 24 08:12:47 GMT 2021","Fri Sep 24 08:12:47 GMT 2021","2","","Home page spec [CHROME - win32] ","","","","Skipped test [CHROME - win32] ",""
"failed","Fri Sep 24 08:12:32 GMT 2021","Fri Sep 24 08:12:44 GMT 2021","12019","","Home page spec [CHROME - win32] ","","","","Failed test [CHROME - win32] ",""
"failed","Fri Sep 24 08:11:48 GMT 2021","Fri Sep 24 08:11:58 GMT 2021","10941","","Home page spec [FIREFOX - win32] ","","","","Failed test [FIREFOX - win32] ",""
