"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Oct 23 21:12:19 GMT 2021","Sat Oct 23 21:12:23 GMT 2021","4013","","Home page spec [CHROME - win32] ","","","","Passed test [CHROME - win32] ",""
"skipped","Sat Oct 23 21:12:46 GMT 2021","Sat Oct 23 21:12:46 GMT 2021","1","","Home page spec [EDGE - win32] ","","","","Skipped test [EDGE - win32] ",""
"failed","Sat Oct 23 21:10:03 GMT 2021","Sat Oct 23 21:10:14 GMT 2021","11065","","Home page spec [CHROME - darwin] ","","","","Failed test [CHROME - darwin] ",""
"skipped","Sat Oct 23 21:12:39 GMT 2021","Sat Oct 23 21:12:39 GMT 2021","2","","Home page spec [CHROME - win32] ","","","","Skipped test [CHROME - win32] ",""
"passed","Sat Oct 23 21:09:57 GMT 2021","Sat Oct 23 21:10:00 GMT 2021","3119","","Home page spec [CHROME - darwin] ","","","","Passed test [CHROME - darwin] ",""
"failed","Sat Oct 23 21:12:25 GMT 2021","Sat Oct 23 21:12:37 GMT 2021","11962","","Home page spec [CHROME - win32] ","","","","Failed test [CHROME - win32] ",""
"passed","Sat Oct 23 21:12:23 GMT 2021","Sat Oct 23 21:12:25 GMT 2021","2266","","Home page spec [FIREFOX - win32] ","","","","Passed test [FIREFOX - win32] ",""
"failed","Sat Oct 23 21:12:33 GMT 2021","Sat Oct 23 21:12:44 GMT 2021","11166","","Home page spec [EDGE - win32] ","","","","Failed test [EDGE - win32] ",""
"failed","Sat Oct 23 21:12:27 GMT 2021","Sat Oct 23 21:12:38 GMT 2021","10847","","Home page spec [FIREFOX - win32] ","","","","Failed test [FIREFOX - win32] ",""
"skipped","Sat Oct 23 21:10:16 GMT 2021","Sat Oct 23 21:10:16 GMT 2021","2","","Home page spec [CHROME - darwin] ","","","","Skipped test [CHROME - darwin] ",""
"passed","Sat Oct 23 21:12:26 GMT 2021","Sat Oct 23 21:12:30 GMT 2021","4073","","Home page spec [EDGE - win32] ","","","","Passed test [EDGE - win32] ",""
"skipped","Sat Oct 23 21:12:40 GMT 2021","Sat Oct 23 21:12:40 GMT 2021","2","","Home page spec [FIREFOX - win32] ","","","","Skipped test [FIREFOX - win32] ",""
