"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sun Oct 24 21:12:47 GMT 2021","Sun Oct 24 21:12:58 GMT 2021","11068","","Home page spec [FIREFOX - win32] ","","","","Failed test [FIREFOX - win32] ",""
"passed","Sun Oct 24 21:11:18 GMT 2021","Sun Oct 24 21:11:21 GMT 2021","3304","","Home page spec [EDGE - win32] ","","","","Passed test [EDGE - win32] ",""
"passed","Sun Oct 24 21:12:42 GMT 2021","Sun Oct 24 21:12:45 GMT 2021","2430","","Home page spec [FIREFOX - win32] ","","","","Passed test [FIREFOX - win32] ",""
"skipped","Sun Oct 24 21:13:00 GMT 2021","Sun Oct 24 21:13:00 GMT 2021","3","","Home page spec [FIREFOX - win32] ","","","","Skipped test [FIREFOX - win32] ",""
"failed","Sun Oct 24 21:12:51 GMT 2021","Sun Oct 24 21:13:02 GMT 2021","11464","","Home page spec [CHROME - win32] ","","","","Failed test [CHROME - win32] ",""
"failed","Sun Oct 24 21:11:24 GMT 2021","Sun Oct 24 21:11:34 GMT 2021","10853","","Home page spec [EDGE - win32] ","","","","Failed test [EDGE - win32] ",""
"skipped","Sun Oct 24 21:13:04 GMT 2021","Sun Oct 24 21:13:04 GMT 2021","1","","Home page spec [CHROME - win32] ","","","","Skipped test [CHROME - win32] ",""
"passed","Sun Oct 24 21:12:44 GMT 2021","Sun Oct 24 21:12:48 GMT 2021","4867","","Home page spec [CHROME - win32] ","","","","Passed test [CHROME - win32] ",""
"passed","Sun Oct 24 21:09:42 GMT 2021","Sun Oct 24 21:09:44 GMT 2021","2366","","Home page spec [CHROME - darwin] ","","","","Passed test [CHROME - darwin] ",""
"skipped","Sun Oct 24 21:11:37 GMT 2021","Sun Oct 24 21:11:37 GMT 2021","1","","Home page spec [EDGE - win32] ","","","","Skipped test [EDGE - win32] ",""
"skipped","Sun Oct 24 21:09:59 GMT 2021","Sun Oct 24 21:09:59 GMT 2021","1","","Home page spec [CHROME - darwin] ","","","","Skipped test [CHROME - darwin] ",""
"failed","Sun Oct 24 21:09:46 GMT 2021","Sun Oct 24 21:09:57 GMT 2021","10975","","Home page spec [CHROME - darwin] ","","","","Failed test [CHROME - darwin] ",""
