"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Fri Sep 24 09:57:47 GMT 2021","Fri Sep 24 09:58:01 GMT 2021","13507","","Home page spec [CHROME - win32] ","","","","Failed test [CHROME - win32] ",""
"skipped","Fri Sep 24 09:58:03 GMT 2021","Fri Sep 24 09:58:03 GMT 2021","1","","Home page spec [CHROME - win32] ","","","","Skipped test [CHROME - win32] ",""
"skipped","Fri Sep 24 09:56:15 GMT 2021","Fri Sep 24 09:56:15 GMT 2021","4","","Home page spec [FIREFOX - win32] ","","","","Skipped test [FIREFOX - win32] ",""
"failed","Fri Sep 24 09:53:36 GMT 2021","Fri Sep 24 09:53:48 GMT 2021","11248","","Home page spec [CHROME - darwin] ","","","","Failed test [CHROME - darwin] ",""
"failed","Fri Sep 24 09:55:27 GMT 2021","Fri Sep 24 09:55:39 GMT 2021","11668","","Home page spec [EDGE - win32] ","","","","Failed test [EDGE - win32] ",""
"passed","Fri Sep 24 09:55:57 GMT 2021","Fri Sep 24 09:56:00 GMT 2021","2758","","Home page spec [FIREFOX - win32] ","","","","Passed test [FIREFOX - win32] ",""
"passed","Fri Sep 24 09:57:38 GMT 2021","Fri Sep 24 09:57:45 GMT 2021","7103","","Home page spec [CHROME - win32] ","","","","Passed test [CHROME - win32] ",""
"skipped","Fri Sep 24 09:53:50 GMT 2021","Fri Sep 24 09:53:50 GMT 2021","1","","Home page spec [CHROME - darwin] ","","","","Skipped test [CHROME - darwin] ",""
"passed","Fri Sep 24 09:55:21 GMT 2021","Fri Sep 24 09:55:25 GMT 2021","3263","","Home page spec [EDGE - win32] ","","","","Passed test [EDGE - win32] ",""
"passed","Fri Sep 24 09:53:31 GMT 2021","Fri Sep 24 09:53:34 GMT 2021","3266","","Home page spec [CHROME - darwin] ","","","","Passed test [CHROME - darwin] ",""
"failed","Fri Sep 24 09:56:02 GMT 2021","Fri Sep 24 09:56:13 GMT 2021","11089","","Home page spec [FIREFOX - win32] ","","","","Failed test [FIREFOX - win32] ",""
"skipped","Fri Sep 24 09:55:41 GMT 2021","Fri Sep 24 09:55:41 GMT 2021","1","","Home page spec [EDGE - win32] ","","","","Skipped test [EDGE - win32] ",""
