"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Oct 04 21:12:29 GMT 2021","Mon Oct 04 21:12:33 GMT 2021","4261","","Home page spec [CHROME - win32] ","","","","Passed test [CHROME - win32] ",""
"failed","Mon Oct 04 21:12:23 GMT 2021","Mon Oct 04 21:12:34 GMT 2021","11177","","Home page spec [EDGE - win32] ","","","","Failed test [EDGE - win32] ",""
"failed","Mon Oct 04 21:12:23 GMT 2021","Mon Oct 04 21:12:34 GMT 2021","11347","","Home page spec [FIREFOX - win32] ","","","","Failed test [FIREFOX - win32] ",""
"skipped","Mon Oct 04 21:12:36 GMT 2021","Mon Oct 04 21:12:36 GMT 2021","1","","Home page spec [EDGE - win32] ","","","","Skipped test [EDGE - win32] ",""
"passed","Mon Oct 04 21:12:18 GMT 2021","Mon Oct 04 21:12:21 GMT 2021","2628","","Home page spec [FIREFOX - win32] ","","","","Passed test [FIREFOX - win32] ",""
"passed","Mon Oct 04 21:12:17 GMT 2021","Mon Oct 04 21:12:21 GMT 2021","4138","","Home page spec [EDGE - win32] ","","","","Passed test [EDGE - win32] ",""
"skipped","Mon Oct 04 21:10:32 GMT 2021","Mon Oct 04 21:10:32 GMT 2021","1","","Home page spec [CHROME - darwin] ","","","","Skipped test [CHROME - darwin] ",""
"skipped","Mon Oct 04 21:12:49 GMT 2021","Mon Oct 04 21:12:49 GMT 2021","2","","Home page spec [CHROME - win32] ","","","","Skipped test [CHROME - win32] ",""
"failed","Mon Oct 04 21:10:19 GMT 2021","Mon Oct 04 21:10:30 GMT 2021","11308","","Home page spec [CHROME - darwin] ","","","","Failed test [CHROME - darwin] ",""
"passed","Mon Oct 04 21:10:14 GMT 2021","Mon Oct 04 21:10:16 GMT 2021","2669","","Home page spec [CHROME - darwin] ","","","","Passed test [CHROME - darwin] ",""
"skipped","Mon Oct 04 21:12:37 GMT 2021","Mon Oct 04 21:12:37 GMT 2021","3","","Home page spec [FIREFOX - win32] ","","","","Skipped test [FIREFOX - win32] ",""
"failed","Mon Oct 04 21:12:35 GMT 2021","Mon Oct 04 21:12:47 GMT 2021","11271","","Home page spec [CHROME - win32] ","","","","Failed test [CHROME - win32] ",""
