"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Thu Oct 07 21:14:11 GMT 2021","Thu Oct 07 21:14:23 GMT 2021","11114","","Home page spec [EDGE - win32] ","","","","Failed test [EDGE - win32] ",""
"passed","Thu Oct 07 21:14:06 GMT 2021","Thu Oct 07 21:14:09 GMT 2021","3782","","Home page spec [EDGE - win32] ","","","","Passed test [EDGE - win32] ",""
"skipped","Thu Oct 07 21:14:25 GMT 2021","Thu Oct 07 21:14:25 GMT 2021","1","","Home page spec [EDGE - win32] ","","","","Skipped test [EDGE - win32] ",""
"passed","Thu Oct 07 21:13:54 GMT 2021","Thu Oct 07 21:13:57 GMT 2021","3578","","Home page spec [CHROME - win32] ","","","","Passed test [CHROME - win32] ",""
"skipped","Thu Oct 07 21:14:30 GMT 2021","Thu Oct 07 21:14:30 GMT 2021","1","","Home page spec [CHROME - darwin] ","","","","Skipped test [CHROME - darwin] ",""
"passed","Thu Oct 07 21:14:11 GMT 2021","Thu Oct 07 21:14:15 GMT 2021","4416","","Home page spec [CHROME - darwin] ","","","","Passed test [CHROME - darwin] ",""
"failed","Thu Oct 07 21:12:45 GMT 2021","Thu Oct 07 21:12:56 GMT 2021","11053","","Home page spec [FIREFOX - win32] ","","","","Failed test [FIREFOX - win32] ",""
"skipped","Thu Oct 07 21:12:58 GMT 2021","Thu Oct 07 21:12:58 GMT 2021","5","","Home page spec [FIREFOX - win32] ","","","","Skipped test [FIREFOX - win32] ",""
"skipped","Thu Oct 07 21:14:13 GMT 2021","Thu Oct 07 21:14:13 GMT 2021","2","","Home page spec [CHROME - win32] ","","","","Skipped test [CHROME - win32] ",""
"passed","Thu Oct 07 21:12:40 GMT 2021","Thu Oct 07 21:12:43 GMT 2021","2669","","Home page spec [FIREFOX - win32] ","","","","Passed test [FIREFOX - win32] ",""
"failed","Thu Oct 07 21:14:00 GMT 2021","Thu Oct 07 21:14:11 GMT 2021","11459","","Home page spec [CHROME - win32] ","","","","Failed test [CHROME - win32] ",""
"failed","Thu Oct 07 21:14:17 GMT 2021","Thu Oct 07 21:14:28 GMT 2021","10669","","Home page spec [CHROME - darwin] ","","","","Failed test [CHROME - darwin] ",""
