"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Sep 24 09:24:24 GMT 2021","Fri Sep 24 09:24:27 GMT 2021","3223","","Home page spec [EDGE - win32] ","","","","Passed test [EDGE - win32] ",""
"failed","Fri Sep 24 09:23:09 GMT 2021","Fri Sep 24 09:23:20 GMT 2021","11080","","Home page spec [CHROME - darwin] ","","","","Failed test [CHROME - darwin] ",""
"failed","Fri Sep 24 09:24:30 GMT 2021","Fri Sep 24 09:24:41 GMT 2021","11434","","Home page spec [EDGE - win32] ","","","","Failed test [EDGE - win32] ",""
"skipped","Fri Sep 24 09:24:18 GMT 2021","Fri Sep 24 09:24:18 GMT 2021","3","","Home page spec [FIREFOX - win32] ","","","","Skipped test [FIREFOX - win32] ",""
"passed","Fri Sep 24 09:24:34 GMT 2021","Fri Sep 24 09:24:38 GMT 2021","3618","","Home page spec [CHROME - win32] ","","","","Passed test [CHROME - win32] ",""
"failed","Fri Sep 24 09:24:40 GMT 2021","Fri Sep 24 09:24:51 GMT 2021","11272","","Home page spec [CHROME - win32] ","","","","Failed test [CHROME - win32] ",""
"failed","Fri Sep 24 09:24:05 GMT 2021","Fri Sep 24 09:24:16 GMT 2021","10833","","Home page spec [FIREFOX - win32] ","","","","Failed test [FIREFOX - win32] ",""
"skipped","Fri Sep 24 09:24:53 GMT 2021","Fri Sep 24 09:24:53 GMT 2021","1","","Home page spec [CHROME - win32] ","","","","Skipped test [CHROME - win32] ",""
"passed","Fri Sep 24 09:24:01 GMT 2021","Fri Sep 24 09:24:03 GMT 2021","2058","","Home page spec [FIREFOX - win32] ","","","","Passed test [FIREFOX - win32] ",""
"skipped","Fri Sep 24 09:24:43 GMT 2021","Fri Sep 24 09:24:43 GMT 2021","1","","Home page spec [EDGE - win32] ","","","","Skipped test [EDGE - win32] ",""
"skipped","Fri Sep 24 09:23:22 GMT 2021","Fri Sep 24 09:23:22 GMT 2021","1","","Home page spec [CHROME - darwin] ","","","","Skipped test [CHROME - darwin] ",""
"passed","Fri Sep 24 09:23:04 GMT 2021","Fri Sep 24 09:23:07 GMT 2021","3247","","Home page spec [CHROME - darwin] ","","","","Passed test [CHROME - darwin] ",""
