"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Fri Sep 24 10:18:34 GMT 2021","Fri Sep 24 10:18:46 GMT 2021","11491","","Home page spec [EDGE - win32] ","","","","Failed test [EDGE - win32] ",""
"skipped","Fri Sep 24 10:18:48 GMT 2021","Fri Sep 24 10:18:48 GMT 2021","2","","Home page spec [EDGE - win32] ","","","","Skipped test [EDGE - win32] ",""
"passed","Fri Sep 24 10:18:29 GMT 2021","Fri Sep 24 10:18:32 GMT 2021","3204","","Home page spec [EDGE - win32] ","","","","Passed test [EDGE - win32] ",""
"failed","Fri Sep 24 10:17:26 GMT 2021","Fri Sep 24 10:17:37 GMT 2021","11209","","Home page spec [CHROME - darwin] ","","","","Failed test [CHROME - darwin] ",""
"passed","Fri Sep 24 10:18:47 GMT 2021","Fri Sep 24 10:18:51 GMT 2021","4300","","Home page spec [CHROME - win32] ","","","","Passed test [CHROME - win32] ",""
"passed","Fri Sep 24 10:17:56 GMT 2021","Fri Sep 24 10:17:58 GMT 2021","2069","","Home page spec [FIREFOX - win32] ","","","","Passed test [FIREFOX - win32] ",""
"passed","Fri Sep 24 10:17:20 GMT 2021","Fri Sep 24 10:17:23 GMT 2021","3515","","Home page spec [CHROME - darwin] ","","","","Passed test [CHROME - darwin] ",""
"skipped","Fri Sep 24 10:18:13 GMT 2021","Fri Sep 24 10:18:13 GMT 2021","3","","Home page spec [FIREFOX - win32] ","","","","Skipped test [FIREFOX - win32] ",""
"failed","Fri Sep 24 10:18:53 GMT 2021","Fri Sep 24 10:19:05 GMT 2021","11490","","Home page spec [CHROME - win32] ","","","","Failed test [CHROME - win32] ",""
"skipped","Fri Sep 24 10:17:39 GMT 2021","Fri Sep 24 10:17:39 GMT 2021","2","","Home page spec [CHROME - darwin] ","","","","Skipped test [CHROME - darwin] ",""
"skipped","Fri Sep 24 10:19:07 GMT 2021","Fri Sep 24 10:19:07 GMT 2021","2","","Home page spec [CHROME - win32] ","","","","Skipped test [CHROME - win32] ",""
"failed","Fri Sep 24 10:18:00 GMT 2021","Fri Sep 24 10:18:11 GMT 2021","10783","","Home page spec [FIREFOX - win32] ","","","","Failed test [FIREFOX - win32] ",""
