"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Fri Sep 24 14:17:11 GMT 2021","Fri Sep 24 14:17:22 GMT 2021","10978","","Home page spec [CHROME - win32] ","","","","Failed test [CHROME - win32] ",""
"skipped","Fri Sep 24 14:18:10 GMT 2021","Fri Sep 24 14:18:10 GMT 2021","2","","Home page spec [EDGE - win32] ","","","","Skipped test [EDGE - win32] ",""
"passed","Fri Sep 24 14:17:49 GMT 2021","Fri Sep 24 14:17:54 GMT 2021","4170","","Home page spec [EDGE - win32] ","","","","Passed test [EDGE - win32] ",""
"skipped","Fri Sep 24 14:18:42 GMT 2021","Fri Sep 24 14:18:42 GMT 2021","2","","Home page spec [CHROME - darwin] ","","","","Skipped test [CHROME - darwin] ",""
"passed","Fri Sep 24 14:18:24 GMT 2021","Fri Sep 24 14:18:27 GMT 2021","3018","","Home page spec [CHROME - darwin] ","","","","Passed test [CHROME - darwin] ",""
"failed","Fri Sep 24 14:18:29 GMT 2021","Fri Sep 24 14:18:40 GMT 2021","10823","","Home page spec [CHROME - darwin] ","","","","Failed test [CHROME - darwin] ",""
"skipped","Fri Sep 24 14:17:24 GMT 2021","Fri Sep 24 14:17:24 GMT 2021","2","","Home page spec [CHROME - win32] ","","","","Skipped test [CHROME - win32] ",""
"failed","Fri Sep 24 14:17:56 GMT 2021","Fri Sep 24 14:18:08 GMT 2021","11859","","Home page spec [EDGE - win32] ","","","","Failed test [EDGE - win32] ",""
"passed","Fri Sep 24 14:17:12 GMT 2021","Fri Sep 24 14:17:15 GMT 2021","2062","","Home page spec [FIREFOX - win32] ","","","","Passed test [FIREFOX - win32] ",""
"passed","Fri Sep 24 14:17:05 GMT 2021","Fri Sep 24 14:17:09 GMT 2021","4192","","Home page spec [CHROME - win32] ","","","","Passed test [CHROME - win32] ",""
"failed","Fri Sep 24 14:17:17 GMT 2021","Fri Sep 24 14:17:28 GMT 2021","10928","","Home page spec [FIREFOX - win32] ","","","","Failed test [FIREFOX - win32] ",""
"skipped","Fri Sep 24 14:17:30 GMT 2021","Fri Sep 24 14:17:30 GMT 2021","3","","Home page spec [FIREFOX - win32] ","","","","Skipped test [FIREFOX - win32] ",""
