"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Thu Sep 30 21:12:41 GMT 2021","Thu Sep 30 21:12:41 GMT 2021","2","","Home page spec [CHROME - win32] ","","","","Skipped test [CHROME - win32] ",""
"failed","Thu Sep 30 21:12:42 GMT 2021","Thu Sep 30 21:12:53 GMT 2021","11237","","Home page spec [FIREFOX - win32] ","","","","Failed test [FIREFOX - win32] ",""
"skipped","Thu Sep 30 21:12:34 GMT 2021","Thu Sep 30 21:12:34 GMT 2021","1","","Home page spec [EDGE - win32] ","","","","Skipped test [EDGE - win32] ",""
"passed","Thu Sep 30 21:12:22 GMT 2021","Thu Sep 30 21:12:26 GMT 2021","4277","","Home page spec [CHROME - win32] ","","","","Passed test [CHROME - win32] ",""
"passed","Thu Sep 30 21:12:37 GMT 2021","Thu Sep 30 21:12:40 GMT 2021","3045","","Home page spec [FIREFOX - win32] ","","","","Passed test [FIREFOX - win32] ",""
"skipped","Thu Sep 30 21:12:56 GMT 2021","Thu Sep 30 21:12:56 GMT 2021","5","","Home page spec [FIREFOX - win32] ","","","","Skipped test [FIREFOX - win32] ",""
"failed","Thu Sep 30 21:12:20 GMT 2021","Thu Sep 30 21:12:32 GMT 2021","11914","","Home page spec [EDGE - win32] ","","","","Failed test [EDGE - win32] ",""
"skipped","Thu Sep 30 21:10:08 GMT 2021","Thu Sep 30 21:10:08 GMT 2021","1","","Home page spec [CHROME - darwin] ","","","","Skipped test [CHROME - darwin] ",""
"passed","Thu Sep 30 21:12:13 GMT 2021","Thu Sep 30 21:12:18 GMT 2021","4531","","Home page spec [EDGE - win32] ","","","","Passed test [EDGE - win32] ",""
"failed","Thu Sep 30 21:12:28 GMT 2021","Thu Sep 30 21:12:39 GMT 2021","10966","","Home page spec [CHROME - win32] ","","","","Failed test [CHROME - win32] ",""
"failed","Thu Sep 30 21:09:55 GMT 2021","Thu Sep 30 21:10:06 GMT 2021","11234","","Home page spec [CHROME - darwin] ","","","","Failed test [CHROME - darwin] ",""
"passed","Thu Sep 30 21:09:49 GMT 2021","Thu Sep 30 21:09:53 GMT 2021","3487","","Home page spec [CHROME - darwin] ","","","","Passed test [CHROME - darwin] ",""
