"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Sat Sep 18 21:17:44 GMT 2021","Sat Sep 18 21:17:44 GMT 2021","2","","Home page spec [CHROME - darwin] ","","","","Skipped test [CHROME - darwin] ",""
"failed","Sat Sep 18 21:19:06 GMT 2021","Sat Sep 18 21:19:17 GMT 2021","10997","","Home page spec [CHROME - win32] ","","","","Failed test [CHROME - win32] ",""
"failed","Sat Sep 18 21:18:55 GMT 2021","Sat Sep 18 21:19:06 GMT 2021","11750","","Home page spec [EDGE - win32] ","","","","Failed test [EDGE - win32] ",""
"passed","Sat Sep 18 21:18:58 GMT 2021","Sat Sep 18 21:19:03 GMT 2021","5255","","Home page spec [CHROME - win32] ","","","","Passed test [CHROME - win32] ",""
"skipped","Sat Sep 18 21:19:08 GMT 2021","Sat Sep 18 21:19:08 GMT 2021","1","","Home page spec [EDGE - win32] ","","","","Skipped test [EDGE - win32] ",""
"skipped","Sat Sep 18 21:19:25 GMT 2021","Sat Sep 18 21:19:25 GMT 2021","3","","Home page spec [FIREFOX - win32] ","","","","Skipped test [FIREFOX - win32] ",""
"passed","Sat Sep 18 21:19:07 GMT 2021","Sat Sep 18 21:19:09 GMT 2021","2850","","Home page spec [FIREFOX - win32] ","","","","Passed test [FIREFOX - win32] ",""
"skipped","Sat Sep 18 21:19:19 GMT 2021","Sat Sep 18 21:19:19 GMT 2021","2","","Home page spec [CHROME - win32] ","","","","Skipped test [CHROME - win32] ",""
"passed","Sat Sep 18 21:17:26 GMT 2021","Sat Sep 18 21:17:29 GMT 2021","2858","","Home page spec [CHROME - darwin] ","","","","Passed test [CHROME - darwin] ",""
"failed","Sat Sep 18 21:19:12 GMT 2021","Sat Sep 18 21:19:23 GMT 2021","11028","","Home page spec [FIREFOX - win32] ","","","","Failed test [FIREFOX - win32] ",""
"passed","Sat Sep 18 21:18:48 GMT 2021","Sat Sep 18 21:18:52 GMT 2021","3965","","Home page spec [EDGE - win32] ","","","","Passed test [EDGE - win32] ",""
"failed","Sat Sep 18 21:17:31 GMT 2021","Sat Sep 18 21:17:42 GMT 2021","11003","","Home page spec [CHROME - darwin] ","","","","Failed test [CHROME - darwin] ",""
