"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Fri Sep 24 09:32:37 GMT 2021","Fri Sep 24 09:32:47 GMT 2021","10639","","Home page spec [CHROME - darwin] ","","","","Failed test [CHROME - darwin] ",""
"passed","Fri Sep 24 09:35:22 GMT 2021","Fri Sep 24 09:35:25 GMT 2021","2722","","Home page spec [FIREFOX - win32] ","","","","Passed test [FIREFOX - win32] ",""
"skipped","Fri Sep 24 09:35:13 GMT 2021","Fri Sep 24 09:35:13 GMT 2021","1","","Home page spec [EDGE - win32] ","","","","Skipped test [EDGE - win32] ",""
"skipped","Fri Sep 24 09:35:40 GMT 2021","Fri Sep 24 09:35:40 GMT 2021","4","","Home page spec [FIREFOX - win32] ","","","","Skipped test [FIREFOX - win32] ",""
"skipped","Fri Sep 24 09:35:22 GMT 2021","Fri Sep 24 09:35:22 GMT 2021","1","","Home page spec [CHROME - win32] ","","","","Skipped test [CHROME - win32] ",""
"failed","Fri Sep 24 09:35:09 GMT 2021","Fri Sep 24 09:35:20 GMT 2021","11070","","Home page spec [CHROME - win32] ","","","","Failed test [CHROME - win32] ",""
"skipped","Fri Sep 24 09:32:49 GMT 2021","Fri Sep 24 09:32:49 GMT 2021","2","","Home page spec [CHROME - darwin] ","","","","Skipped test [CHROME - darwin] ",""
"passed","Fri Sep 24 09:35:03 GMT 2021","Fri Sep 24 09:35:07 GMT 2021","4191","","Home page spec [CHROME - win32] ","","","","Passed test [CHROME - win32] ",""
"passed","Fri Sep 24 09:34:54 GMT 2021","Fri Sep 24 09:34:57 GMT 2021","3270","","Home page spec [EDGE - win32] ","","","","Passed test [EDGE - win32] ",""
"failed","Fri Sep 24 09:34:59 GMT 2021","Fri Sep 24 09:35:10 GMT 2021","11069","","Home page spec [EDGE - win32] ","","","","Failed test [EDGE - win32] ",""
"failed","Fri Sep 24 09:35:27 GMT 2021","Fri Sep 24 09:35:38 GMT 2021","11060","","Home page spec [FIREFOX - win32] ","","","","Failed test [FIREFOX - win32] ",""
"passed","Fri Sep 24 09:32:31 GMT 2021","Fri Sep 24 09:32:34 GMT 2021","3080","","Home page spec [CHROME - darwin] ","","","","Passed test [CHROME - darwin] ",""
