"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Tue Oct 19 21:12:09 GMT 2021","Tue Oct 19 21:12:21 GMT 2021","11731","","Home page spec [CHROME - win32] ","","","","Failed test [CHROME - win32] ",""
"skipped","Tue Oct 19 21:12:23 GMT 2021","Tue Oct 19 21:12:23 GMT 2021","1","","Home page spec [CHROME - win32] ","","","","Skipped test [CHROME - win32] ",""
"skipped","Tue Oct 19 21:12:15 GMT 2021","Tue Oct 19 21:12:15 GMT 2021","4","","Home page spec [FIREFOX - win32] ","","","","Skipped test [FIREFOX - win32] ",""
"failed","Tue Oct 19 21:12:17 GMT 2021","Tue Oct 19 21:12:29 GMT 2021","11270","","Home page spec [EDGE - win32] ","","","","Failed test [EDGE - win32] ",""
"failed","Tue Oct 19 21:12:02 GMT 2021","Tue Oct 19 21:12:13 GMT 2021","10835","","Home page spec [FIREFOX - win32] ","","","","Failed test [FIREFOX - win32] ",""
"passed","Tue Oct 19 21:11:58 GMT 2021","Tue Oct 19 21:12:00 GMT 2021","2167","","Home page spec [FIREFOX - win32] ","","","","Passed test [FIREFOX - win32] ",""
"skipped","Tue Oct 19 21:12:31 GMT 2021","Tue Oct 19 21:12:31 GMT 2021","2","","Home page spec [EDGE - win32] ","","","","Skipped test [EDGE - win32] ",""
"passed","Tue Oct 19 21:12:02 GMT 2021","Tue Oct 19 21:12:07 GMT 2021","4151","","Home page spec [CHROME - win32] ","","","","Passed test [CHROME - win32] ",""
"passed","Tue Oct 19 21:12:11 GMT 2021","Tue Oct 19 21:12:15 GMT 2021","4269","","Home page spec [EDGE - win32] ","","","","Passed test [EDGE - win32] ",""
"passed","Tue Oct 19 21:10:17 GMT 2021","Tue Oct 19 21:10:20 GMT 2021","3253","","Home page spec [CHROME - darwin] ","","","","Passed test [CHROME - darwin] ",""
"skipped","Tue Oct 19 21:10:36 GMT 2021","Tue Oct 19 21:10:36 GMT 2021","2","","Home page spec [CHROME - darwin] ","","","","Skipped test [CHROME - darwin] ",""
"failed","Tue Oct 19 21:10:22 GMT 2021","Tue Oct 19 21:10:33 GMT 2021","11368","","Home page spec [CHROME - darwin] ","","","","Failed test [CHROME - darwin] ",""
