"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Sat Oct 02 21:11:45 GMT 2021","Sat Oct 02 21:11:45 GMT 2021","2","","Home page spec [CHROME - win32] ","","","","Skipped test [CHROME - win32] ",""
"passed","Sat Oct 02 21:11:17 GMT 2021","Sat Oct 02 21:11:20 GMT 2021","2375","","Home page spec [FIREFOX - win32] ","","","","Passed test [FIREFOX - win32] ",""
"failed","Sat Oct 02 21:09:41 GMT 2021","Sat Oct 02 21:09:52 GMT 2021","10959","","Home page spec [CHROME - darwin] ","","","","Failed test [CHROME - darwin] ",""
"failed","Sat Oct 02 21:11:31 GMT 2021","Sat Oct 02 21:11:43 GMT 2021","11394","","Home page spec [CHROME - win32] ","","","","Failed test [CHROME - win32] ",""
"passed","Sat Oct 02 21:13:21 GMT 2021","Sat Oct 02 21:13:25 GMT 2021","3910","","Home page spec [EDGE - win32] ","","","","Passed test [EDGE - win32] ",""
"failed","Sat Oct 02 21:11:22 GMT 2021","Sat Oct 02 21:11:33 GMT 2021","11065","","Home page spec [FIREFOX - win32] ","","","","Failed test [FIREFOX - win32] ",""
"passed","Sat Oct 02 21:09:36 GMT 2021","Sat Oct 02 21:09:39 GMT 2021","2947","","Home page spec [CHROME - darwin] ","","","","Passed test [CHROME - darwin] ",""
"skipped","Sat Oct 02 21:09:54 GMT 2021","Sat Oct 02 21:09:54 GMT 2021","2","","Home page spec [CHROME - darwin] ","","","","Skipped test [CHROME - darwin] ",""
"skipped","Sat Oct 02 21:13:41 GMT 2021","Sat Oct 02 21:13:41 GMT 2021","2","","Home page spec [EDGE - win32] ","","","","Skipped test [EDGE - win32] ",""
"failed","Sat Oct 02 21:13:27 GMT 2021","Sat Oct 02 21:13:38 GMT 2021","11064","","Home page spec [EDGE - win32] ","","","","Failed test [EDGE - win32] ",""
"passed","Sat Oct 02 21:11:25 GMT 2021","Sat Oct 02 21:11:29 GMT 2021","4074","","Home page spec [CHROME - win32] ","","","","Passed test [CHROME - win32] ",""
"skipped","Sat Oct 02 21:11:35 GMT 2021","Sat Oct 02 21:11:35 GMT 2021","3","","Home page spec [FIREFOX - win32] ","","","","Skipped test [FIREFOX - win32] ",""
