"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Fri Sep 24 09:06:14 GMT 2021","Fri Sep 24 09:06:25 GMT 2021","10845","","Home page spec [FIREFOX - win32] ","","","","Failed test [FIREFOX - win32] ",""
"skipped","Fri Sep 24 09:06:14 GMT 2021","Fri Sep 24 09:06:14 GMT 2021","1","","Home page spec [EDGE - win32] ","","","","Skipped test [EDGE - win32] ",""
"failed","Fri Sep 24 09:04:22 GMT 2021","Fri Sep 24 09:04:33 GMT 2021","10790","","Home page spec [CHROME - darwin] ","","","","Failed test [CHROME - darwin] ",""
"passed","Fri Sep 24 09:05:55 GMT 2021","Fri Sep 24 09:05:58 GMT 2021","3492","","Home page spec [EDGE - win32] ","","","","Passed test [EDGE - win32] ",""
"failed","Fri Sep 24 09:06:00 GMT 2021","Fri Sep 24 09:06:12 GMT 2021","11804","","Home page spec [EDGE - win32] ","","","","Failed test [EDGE - win32] ",""
"skipped","Fri Sep 24 09:06:35 GMT 2021","Fri Sep 24 09:06:35 GMT 2021","2","","Home page spec [CHROME - win32] ","","","","Skipped test [CHROME - win32] ",""
"skipped","Fri Sep 24 09:04:35 GMT 2021","Fri Sep 24 09:04:35 GMT 2021","2","","Home page spec [CHROME - darwin] ","","","","Skipped test [CHROME - darwin] ",""
"skipped","Fri Sep 24 09:06:27 GMT 2021","Fri Sep 24 09:06:27 GMT 2021","3","","Home page spec [FIREFOX - win32] ","","","","Skipped test [FIREFOX - win32] ",""
"passed","Fri Sep 24 09:04:18 GMT 2021","Fri Sep 24 09:04:20 GMT 2021","2280","","Home page spec [CHROME - darwin] ","","","","Passed test [CHROME - darwin] ",""
"failed","Fri Sep 24 09:06:20 GMT 2021","Fri Sep 24 09:06:33 GMT 2021","12511","","Home page spec [CHROME - win32] ","","","","Failed test [CHROME - win32] ",""
"passed","Fri Sep 24 09:06:10 GMT 2021","Fri Sep 24 09:06:12 GMT 2021","2047","","Home page spec [FIREFOX - win32] ","","","","Passed test [FIREFOX - win32] ",""
"passed","Fri Sep 24 09:06:14 GMT 2021","Fri Sep 24 09:06:18 GMT 2021","3791","","Home page spec [CHROME - win32] ","","","","Passed test [CHROME - win32] ",""
