"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Sep 22 21:18:33 GMT 2021","Wed Sep 22 21:18:37 GMT 2021","3356","","Home page spec [EDGE - win32] ","","","","Passed test [EDGE - win32] ",""
"skipped","Wed Sep 22 21:20:04 GMT 2021","Wed Sep 22 21:20:04 GMT 2021","1","","Home page spec [CHROME - win32] ","","","","Skipped test [CHROME - win32] ",""
"passed","Wed Sep 22 21:19:44 GMT 2021","Wed Sep 22 21:19:48 GMT 2021","4017","","Home page spec [CHROME - win32] ","","","","Passed test [CHROME - win32] ",""
"failed","Wed Sep 22 21:18:39 GMT 2021","Wed Sep 22 21:18:50 GMT 2021","11033","","Home page spec [EDGE - win32] ","","","","Failed test [EDGE - win32] ",""
"skipped","Wed Sep 22 21:18:56 GMT 2021","Wed Sep 22 21:18:56 GMT 2021","2","","Home page spec [FIREFOX - win32] ","","","","Skipped test [FIREFOX - win32] ",""
"skipped","Wed Sep 22 21:17:27 GMT 2021","Wed Sep 22 21:17:27 GMT 2021","1","","Home page spec [CHROME - darwin] ","","","","Skipped test [CHROME - darwin] ",""
"failed","Wed Sep 22 21:17:14 GMT 2021","Wed Sep 22 21:17:25 GMT 2021","11038","","Home page spec [CHROME - darwin] ","","","","Failed test [CHROME - darwin] ",""
"passed","Wed Sep 22 21:18:39 GMT 2021","Wed Sep 22 21:18:41 GMT 2021","2255","","Home page spec [FIREFOX - win32] ","","","","Passed test [FIREFOX - win32] ",""
"passed","Wed Sep 22 21:17:09 GMT 2021","Wed Sep 22 21:17:12 GMT 2021","2989","","Home page spec [CHROME - darwin] ","","","","Passed test [CHROME - darwin] ",""
"failed","Wed Sep 22 21:19:51 GMT 2021","Wed Sep 22 21:20:02 GMT 2021","11026","","Home page spec [CHROME - win32] ","","","","Failed test [CHROME - win32] ",""
"failed","Wed Sep 22 21:18:43 GMT 2021","Wed Sep 22 21:18:54 GMT 2021","10692","","Home page spec [FIREFOX - win32] ","","","","Failed test [FIREFOX - win32] ",""
"skipped","Wed Sep 22 21:18:52 GMT 2021","Wed Sep 22 21:18:52 GMT 2021","1","","Home page spec [EDGE - win32] ","","","","Skipped test [EDGE - win32] ",""
