"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Fri Sep 10 06:29:55 GMT 2021","Fri Sep 10 06:30:06 GMT 2021","10988","","Home page spec [CHROME - darwin] ","","","","Failed test [CHROME - darwin] ",""
"failed","Fri Sep 10 06:31:40 GMT 2021","Fri Sep 10 06:31:51 GMT 2021","11086","","Home page spec [FIREFOX - win32] ","","","","Failed test [FIREFOX - win32] ",""
"passed","Fri Sep 10 06:31:07 GMT 2021","Fri Sep 10 06:31:11 GMT 2021","4701","","Home page spec [CHROME - win32] ","","","","Passed test [CHROME - win32] ",""
"skipped","Fri Sep 10 06:30:08 GMT 2021","Fri Sep 10 06:30:08 GMT 2021","1","","Home page spec [CHROME - darwin] ","","","","Skipped test [CHROME - darwin] ",""
"failed","Fri Sep 10 06:31:59 GMT 2021","Fri Sep 10 06:32:10 GMT 2021","11072","","Home page spec [EDGE - win32] ","","","","Failed test [EDGE - win32] ",""
"passed","Fri Sep 10 06:31:53 GMT 2021","Fri Sep 10 06:31:56 GMT 2021","3340","","Home page spec [EDGE - win32] ","","","","Passed test [EDGE - win32] ",""
"failed","Fri Sep 10 06:31:14 GMT 2021","Fri Sep 10 06:31:25 GMT 2021","11082","","Home page spec [CHROME - win32] ","","","","Failed test [CHROME - win32] ",""
"passed","Fri Sep 10 06:29:50 GMT 2021","Fri Sep 10 06:29:53 GMT 2021","2522","","Home page spec [CHROME - darwin] ","","","","Passed test [CHROME - darwin] ",""
"passed","Fri Sep 10 06:31:36 GMT 2021","Fri Sep 10 06:31:38 GMT 2021","2504","","Home page spec [FIREFOX - win32] ","","","","Passed test [FIREFOX - win32] ",""
"skipped","Fri Sep 10 06:31:27 GMT 2021","Fri Sep 10 06:31:27 GMT 2021","1","","Home page spec [CHROME - win32] ","","","","Skipped test [CHROME - win32] ",""
"skipped","Fri Sep 10 06:32:12 GMT 2021","Fri Sep 10 06:32:12 GMT 2021","1","","Home page spec [EDGE - win32] ","","","","Skipped test [EDGE - win32] ",""
"skipped","Fri Sep 10 06:31:54 GMT 2021","Fri Sep 10 06:31:54 GMT 2021","3","","Home page spec [FIREFOX - win32] ","","","","Skipped test [FIREFOX - win32] ",""
