"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Wed Sep 29 21:12:15 GMT 2021","Wed Sep 29 21:12:15 GMT 2021","1","","Home page spec [EDGE - win32] ","","","","Skipped test [EDGE - win32] ",""
"passed","Wed Sep 29 21:11:56 GMT 2021","Wed Sep 29 21:11:59 GMT 2021","3558","","Home page spec [EDGE - win32] ","","","","Passed test [EDGE - win32] ",""
"skipped","Wed Sep 29 21:10:15 GMT 2021","Wed Sep 29 21:10:15 GMT 2021","2","","Home page spec [CHROME - darwin] ","","","","Skipped test [CHROME - darwin] ",""
"skipped","Wed Sep 29 21:11:40 GMT 2021","Wed Sep 29 21:11:40 GMT 2021","1","","Home page spec [CHROME - win32] ","","","","Skipped test [CHROME - win32] ",""
"failed","Wed Sep 29 21:11:26 GMT 2021","Wed Sep 29 21:11:37 GMT 2021","10975","","Home page spec [CHROME - win32] ","","","","Failed test [CHROME - win32] ",""
"failed","Wed Sep 29 21:12:01 GMT 2021","Wed Sep 29 21:12:13 GMT 2021","11664","","Home page spec [EDGE - win32] ","","","","Failed test [EDGE - win32] ",""
"skipped","Wed Sep 29 21:11:28 GMT 2021","Wed Sep 29 21:11:28 GMT 2021","4","","Home page spec [FIREFOX - win32] ","","","","Skipped test [FIREFOX - win32] ",""
"passed","Wed Sep 29 21:11:10 GMT 2021","Wed Sep 29 21:11:13 GMT 2021","2055","","Home page spec [FIREFOX - win32] ","","","","Passed test [FIREFOX - win32] ",""
"passed","Wed Sep 29 21:09:56 GMT 2021","Wed Sep 29 21:09:59 GMT 2021","3490","","Home page spec [CHROME - darwin] ","","","","Passed test [CHROME - darwin] ",""
"failed","Wed Sep 29 21:11:15 GMT 2021","Wed Sep 29 21:11:25 GMT 2021","10814","","Home page spec [FIREFOX - win32] ","","","","Failed test [FIREFOX - win32] ",""
"passed","Wed Sep 29 21:11:21 GMT 2021","Wed Sep 29 21:11:24 GMT 2021","3246","","Home page spec [CHROME - win32] ","","","","Passed test [CHROME - win32] ",""
"failed","Wed Sep 29 21:10:02 GMT 2021","Wed Sep 29 21:10:12 GMT 2021","10966","","Home page spec [CHROME - darwin] ","","","","Failed test [CHROME - darwin] ",""
