"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Fri Sep 24 13:58:14 GMT 2021","Fri Sep 24 13:58:25 GMT 2021","11239","","Home page spec [EDGE - win32] ","","","","Failed test [EDGE - win32] ",""
"skipped","Fri Sep 24 14:00:52 GMT 2021","Fri Sep 24 14:00:52 GMT 2021","1","","Home page spec [CHROME - darwin] ","","","","Skipped test [CHROME - darwin] ",""
"failed","Fri Sep 24 13:58:24 GMT 2021","Fri Sep 24 13:58:35 GMT 2021","10770","","Home page spec [FIREFOX - win32] ","","","","Failed test [FIREFOX - win32] ",""
"failed","Fri Sep 24 13:58:21 GMT 2021","Fri Sep 24 13:58:32 GMT 2021","11116","","Home page spec [CHROME - win32] ","","","","Failed test [CHROME - win32] ",""
"passed","Fri Sep 24 13:58:20 GMT 2021","Fri Sep 24 13:58:22 GMT 2021","1899","","Home page spec [FIREFOX - win32] ","","","","Passed test [FIREFOX - win32] ",""
"failed","Fri Sep 24 14:00:39 GMT 2021","Fri Sep 24 14:00:50 GMT 2021","10743","","Home page spec [CHROME - darwin] ","","","","Failed test [CHROME - darwin] ",""
"skipped","Fri Sep 24 13:58:37 GMT 2021","Fri Sep 24 13:58:37 GMT 2021","2","","Home page spec [FIREFOX - win32] ","","","","Skipped test [FIREFOX - win32] ",""
"passed","Fri Sep 24 13:58:09 GMT 2021","Fri Sep 24 13:58:12 GMT 2021","3088","","Home page spec [EDGE - win32] ","","","","Passed test [EDGE - win32] ",""
"passed","Fri Sep 24 13:58:15 GMT 2021","Fri Sep 24 13:58:18 GMT 2021","3145","","Home page spec [CHROME - win32] ","","","","Passed test [CHROME - win32] ",""
"skipped","Fri Sep 24 13:58:28 GMT 2021","Fri Sep 24 13:58:28 GMT 2021","1","","Home page spec [EDGE - win32] ","","","","Skipped test [EDGE - win32] ",""
"passed","Fri Sep 24 14:00:35 GMT 2021","Fri Sep 24 14:00:37 GMT 2021","2199","","Home page spec [CHROME - darwin] ","","","","Passed test [CHROME - darwin] ",""
"skipped","Fri Sep 24 13:58:34 GMT 2021","Fri Sep 24 13:58:34 GMT 2021","2","","Home page spec [CHROME - win32] ","","","","Skipped test [CHROME - win32] ",""
