"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Wed Oct 20 21:13:04 GMT 2021","Wed Oct 20 21:13:04 GMT 2021","1","","Home page spec [CHROME - win32] ","","","","Skipped test [CHROME - win32] ",""
"passed","Wed Oct 20 21:12:44 GMT 2021","Wed Oct 20 21:12:49 GMT 2021","4573","","Home page spec [CHROME - win32] ","","","","Passed test [CHROME - win32] ",""
"passed","Wed Oct 20 21:10:14 GMT 2021","Wed Oct 20 21:10:16 GMT 2021","2536","","Home page spec [CHROME - darwin] ","","","","Passed test [CHROME - darwin] ",""
"failed","Wed Oct 20 21:12:51 GMT 2021","Wed Oct 20 21:13:02 GMT 2021","11095","","Home page spec [EDGE - win32] ","","","","Failed test [EDGE - win32] ",""
"skipped","Wed Oct 20 21:13:11 GMT 2021","Wed Oct 20 21:13:11 GMT 2021","4","","Home page spec [FIREFOX - win32] ","","","","Skipped test [FIREFOX - win32] ",""
"failed","Wed Oct 20 21:12:51 GMT 2021","Wed Oct 20 21:13:02 GMT 2021","11089","","Home page spec [CHROME - win32] ","","","","Failed test [CHROME - win32] ",""
"skipped","Wed Oct 20 21:10:31 GMT 2021","Wed Oct 20 21:10:31 GMT 2021","1","","Home page spec [CHROME - darwin] ","","","","Skipped test [CHROME - darwin] ",""
"failed","Wed Oct 20 21:12:58 GMT 2021","Wed Oct 20 21:13:09 GMT 2021","11167","","Home page spec [FIREFOX - win32] ","","","","Failed test [FIREFOX - win32] ",""
"failed","Wed Oct 20 21:10:18 GMT 2021","Wed Oct 20 21:10:29 GMT 2021","10842","","Home page spec [CHROME - darwin] ","","","","Failed test [CHROME - darwin] ",""
"passed","Wed Oct 20 21:12:43 GMT 2021","Wed Oct 20 21:12:49 GMT 2021","6026","","Home page spec [EDGE - win32] ","","","","Passed test [EDGE - win32] ",""
"passed","Wed Oct 20 21:12:53 GMT 2021","Wed Oct 20 21:12:56 GMT 2021","2581","","Home page spec [FIREFOX - win32] ","","","","Passed test [FIREFOX - win32] ",""
"skipped","Wed Oct 20 21:13:04 GMT 2021","Wed Oct 20 21:13:04 GMT 2021","2","","Home page spec [EDGE - win32] ","","","","Skipped test [EDGE - win32] ",""
