"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Oct 13 21:12:52 GMT 2021","Wed Oct 13 21:12:57 GMT 2021","5422","","Home page spec [CHROME - win32] ","","","","Passed test [CHROME - win32] ",""
"skipped","Wed Oct 13 21:12:45 GMT 2021","Wed Oct 13 21:12:45 GMT 2021","2","","Home page spec [EDGE - win32] ","","","","Skipped test [EDGE - win32] ",""
"skipped","Wed Oct 13 21:12:52 GMT 2021","Wed Oct 13 21:12:52 GMT 2021","4","","Home page spec [FIREFOX - win32] ","","","","Skipped test [FIREFOX - win32] ",""
"skipped","Wed Oct 13 21:11:03 GMT 2021","Wed Oct 13 21:11:03 GMT 2021","2","","Home page spec [CHROME - darwin] ","","","","Skipped test [CHROME - darwin] ",""
"failed","Wed Oct 13 21:12:32 GMT 2021","Wed Oct 13 21:12:43 GMT 2021","11123","","Home page spec [EDGE - win32] ","","","","Failed test [EDGE - win32] ",""
"failed","Wed Oct 13 21:10:49 GMT 2021","Wed Oct 13 21:11:01 GMT 2021","11322","","Home page spec [CHROME - darwin] ","","","","Failed test [CHROME - darwin] ",""
"failed","Wed Oct 13 21:12:39 GMT 2021","Wed Oct 13 21:12:50 GMT 2021","11032","","Home page spec [FIREFOX - win32] ","","","","Failed test [FIREFOX - win32] ",""
"passed","Wed Oct 13 21:10:43 GMT 2021","Wed Oct 13 21:10:47 GMT 2021","3652","","Home page spec [CHROME - darwin] ","","","","Passed test [CHROME - darwin] ",""
"failed","Wed Oct 13 21:12:59 GMT 2021","Wed Oct 13 21:13:11 GMT 2021","11595","","Home page spec [CHROME - win32] ","","","","Failed test [CHROME - win32] ",""
"passed","Wed Oct 13 21:12:26 GMT 2021","Wed Oct 13 21:12:30 GMT 2021","4036","","Home page spec [EDGE - win32] ","","","","Passed test [EDGE - win32] ",""
"skipped","Wed Oct 13 21:13:13 GMT 2021","Wed Oct 13 21:13:13 GMT 2021","2","","Home page spec [CHROME - win32] ","","","","Skipped test [CHROME - win32] ",""
"passed","Wed Oct 13 21:12:34 GMT 2021","Wed Oct 13 21:12:37 GMT 2021","2451","","Home page spec [FIREFOX - win32] ","","","","Passed test [FIREFOX - win32] ",""
