"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Sep 26 21:11:25 GMT 2021","Sun Sep 26 21:11:30 GMT 2021","4661","","Home page spec [CHROME - win32] ","","","","Passed test [CHROME - win32] ",""
"failed","Sun Sep 26 21:09:18 GMT 2021","Sun Sep 26 21:09:29 GMT 2021","11442","","Home page spec [CHROME - darwin] ","","","","Failed test [CHROME - darwin] ",""
"skipped","Sun Sep 26 21:12:19 GMT 2021","Sun Sep 26 21:12:19 GMT 2021","4","","Home page spec [FIREFOX - win32] ","","","","Skipped test [FIREFOX - win32] ",""
"skipped","Sun Sep 26 21:09:31 GMT 2021","Sun Sep 26 21:09:32 GMT 2021","1","","Home page spec [CHROME - darwin] ","","","","Skipped test [CHROME - darwin] ",""
"failed","Sun Sep 26 21:11:32 GMT 2021","Sun Sep 26 21:11:43 GMT 2021","11105","","Home page spec [CHROME - win32] ","","","","Failed test [CHROME - win32] ",""
"skipped","Sun Sep 26 21:11:45 GMT 2021","Sun Sep 26 21:11:45 GMT 2021","4","","Home page spec [CHROME - win32] ","","","","Skipped test [CHROME - win32] ",""
"failed","Sun Sep 26 21:11:35 GMT 2021","Sun Sep 26 21:11:47 GMT 2021","11362","","Home page spec [EDGE - win32] ","","","","Failed test [EDGE - win32] ",""
"skipped","Sun Sep 26 21:11:49 GMT 2021","Sun Sep 26 21:11:49 GMT 2021","2","","Home page spec [EDGE - win32] ","","","","Skipped test [EDGE - win32] ",""
"passed","Sun Sep 26 21:09:13 GMT 2021","Sun Sep 26 21:09:15 GMT 2021","2334","","Home page spec [CHROME - darwin] ","","","","Passed test [CHROME - darwin] ",""
"passed","Sun Sep 26 21:12:01 GMT 2021","Sun Sep 26 21:12:04 GMT 2021","2799","","Home page spec [FIREFOX - win32] ","","","","Passed test [FIREFOX - win32] ",""
"passed","Sun Sep 26 21:11:28 GMT 2021","Sun Sep 26 21:11:33 GMT 2021","4823","","Home page spec [EDGE - win32] ","","","","Passed test [EDGE - win32] ",""
"failed","Sun Sep 26 21:12:06 GMT 2021","Sun Sep 26 21:12:17 GMT 2021","10969","","Home page spec [FIREFOX - win32] ","","","","Failed test [FIREFOX - win32] ",""
