"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Fri Oct 08 21:12:25 GMT 2021","Fri Oct 08 21:12:25 GMT 2021","1","","Home page spec [EDGE - win32] ","","","","Skipped test [EDGE - win32] ",""
"passed","Fri Oct 08 21:12:05 GMT 2021","Fri Oct 08 21:12:08 GMT 2021","3541","","Home page spec [CHROME - win32] ","","","","Passed test [CHROME - win32] ",""
"failed","Fri Oct 08 21:12:36 GMT 2021","Fri Oct 08 21:12:47 GMT 2021","10962","","Home page spec [FIREFOX - win32] ","","","","Failed test [FIREFOX - win32] ",""
"passed","Fri Oct 08 21:12:06 GMT 2021","Fri Oct 08 21:12:09 GMT 2021","3488","","Home page spec [EDGE - win32] ","","","","Passed test [EDGE - win32] ",""
"skipped","Fri Oct 08 21:10:19 GMT 2021","Fri Oct 08 21:10:19 GMT 2021","6","","Home page spec [CHROME - darwin] ","","","","Skipped test [CHROME - darwin] ",""
"failed","Fri Oct 08 21:10:07 GMT 2021","Fri Oct 08 21:10:17 GMT 2021","10696","","Home page spec [CHROME - darwin] ","","","","Failed test [CHROME - darwin] ",""
"passed","Fri Oct 08 21:10:01 GMT 2021","Fri Oct 08 21:10:04 GMT 2021","3091","","Home page spec [CHROME - darwin] ","","","","Passed test [CHROME - darwin] ",""
"skipped","Fri Oct 08 21:12:49 GMT 2021","Fri Oct 08 21:12:49 GMT 2021","3","","Home page spec [FIREFOX - win32] ","","","","Skipped test [FIREFOX - win32] ",""
"passed","Fri Oct 08 21:12:31 GMT 2021","Fri Oct 08 21:12:34 GMT 2021","2391","","Home page spec [FIREFOX - win32] ","","","","Passed test [FIREFOX - win32] ",""
"failed","Fri Oct 08 21:12:10 GMT 2021","Fri Oct 08 21:12:22 GMT 2021","11665","","Home page spec [CHROME - win32] ","","","","Failed test [CHROME - win32] ",""
"skipped","Fri Oct 08 21:12:24 GMT 2021","Fri Oct 08 21:12:24 GMT 2021","1","","Home page spec [CHROME - win32] ","","","","Skipped test [CHROME - win32] ",""
"failed","Fri Oct 08 21:12:11 GMT 2021","Fri Oct 08 21:12:22 GMT 2021","11066","","Home page spec [EDGE - win32] ","","","","Failed test [EDGE - win32] ",""
