"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Fri Sep 10 06:25:20 GMT 2021","Fri Sep 10 06:25:32 GMT 2021","11591","","Home page spec [CHROME - win32] ","","","","Failed test [CHROME - win32] ",""
"passed","Fri Sep 10 06:25:16 GMT 2021","Fri Sep 10 06:25:21 GMT 2021","4285","","Home page spec [EDGE - win32] ","","","","Passed test [EDGE - win32] ",""
"passed","Fri Sep 10 06:25:14 GMT 2021","Fri Sep 10 06:25:18 GMT 2021","3426","","Home page spec [CHROME - win32] ","","","","Passed test [CHROME - win32] ",""
"skipped","Fri Sep 10 06:25:36 GMT 2021","Fri Sep 10 06:25:36 GMT 2021","1","","Home page spec [EDGE - win32] ","","","","Skipped test [EDGE - win32] ",""
"failed","Fri Sep 10 06:25:13 GMT 2021","Fri Sep 10 06:25:24 GMT 2021","10935","","Home page spec [FIREFOX - win32] ","","","","Failed test [FIREFOX - win32] ",""
"passed","Fri Sep 10 06:25:08 GMT 2021","Fri Sep 10 06:25:11 GMT 2021","2391","","Home page spec [FIREFOX - win32] ","","","","Passed test [FIREFOX - win32] ",""
"failed","Fri Sep 10 06:22:42 GMT 2021","Fri Sep 10 06:22:53 GMT 2021","10886","","Home page spec [CHROME - darwin] ","","","","Failed test [CHROME - darwin] ",""
"failed","Fri Sep 10 06:25:23 GMT 2021","Fri Sep 10 06:25:34 GMT 2021","11059","","Home page spec [EDGE - win32] ","","","","Failed test [EDGE - win32] ",""
"passed","Fri Sep 10 06:22:38 GMT 2021","Fri Sep 10 06:22:40 GMT 2021","2053","","Home page spec [CHROME - darwin] ","","","","Passed test [CHROME - darwin] ",""
"skipped","Fri Sep 10 06:25:34 GMT 2021","Fri Sep 10 06:25:34 GMT 2021","1","","Home page spec [CHROME - win32] ","","","","Skipped test [CHROME - win32] ",""
"skipped","Fri Sep 10 06:22:55 GMT 2021","Fri Sep 10 06:22:55 GMT 2021","1","","Home page spec [CHROME - darwin] ","","","","Skipped test [CHROME - darwin] ",""
"skipped","Fri Sep 10 06:25:26 GMT 2021","Fri Sep 10 06:25:26 GMT 2021","4","","Home page spec [FIREFOX - win32] ","","","","Skipped test [FIREFOX - win32] ",""
