"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Thu Oct 21 21:14:11 GMT 2021","Thu Oct 21 21:14:11 GMT 2021","2","","Home page spec [CHROME - darwin] ","","","","Skipped test [CHROME - darwin] ",""
"failed","Thu Oct 21 21:12:26 GMT 2021","Thu Oct 21 21:12:37 GMT 2021","11159","","Home page spec [CHROME - win32] ","","","","Failed test [CHROME - win32] ",""
"skipped","Thu Oct 21 21:13:06 GMT 2021","Thu Oct 21 21:13:06 GMT 2021","5","","Home page spec [FIREFOX - win32] ","","","","Skipped test [FIREFOX - win32] ",""
"passed","Thu Oct 21 21:12:48 GMT 2021","Thu Oct 21 21:12:51 GMT 2021","2525","","Home page spec [FIREFOX - win32] ","","","","Passed test [FIREFOX - win32] ",""
"failed","Thu Oct 21 21:11:24 GMT 2021","Thu Oct 21 21:11:35 GMT 2021","10870","","Home page spec [EDGE - win32] ","","","","Failed test [EDGE - win32] ",""
"passed","Thu Oct 21 21:11:19 GMT 2021","Thu Oct 21 21:11:22 GMT 2021","3339","","Home page spec [EDGE - win32] ","","","","Passed test [EDGE - win32] ",""
"failed","Thu Oct 21 21:13:58 GMT 2021","Thu Oct 21 21:14:09 GMT 2021","10898","","Home page spec [CHROME - darwin] ","","","","Failed test [CHROME - darwin] ",""
"passed","Thu Oct 21 21:12:19 GMT 2021","Thu Oct 21 21:12:23 GMT 2021","4152","","Home page spec [CHROME - win32] ","","","","Passed test [CHROME - win32] ",""
"skipped","Thu Oct 21 21:11:37 GMT 2021","Thu Oct 21 21:11:37 GMT 2021","1","","Home page spec [EDGE - win32] ","","","","Skipped test [EDGE - win32] ",""
"failed","Thu Oct 21 21:12:53 GMT 2021","Thu Oct 21 21:13:04 GMT 2021","10929","","Home page spec [FIREFOX - win32] ","","","","Failed test [FIREFOX - win32] ",""
"skipped","Thu Oct 21 21:12:39 GMT 2021","Thu Oct 21 21:12:39 GMT 2021","2","","Home page spec [CHROME - win32] ","","","","Skipped test [CHROME - win32] ",""
"passed","Thu Oct 21 21:13:53 GMT 2021","Thu Oct 21 21:13:56 GMT 2021","2477","","Home page spec [CHROME - darwin] ","","","","Passed test [CHROME - darwin] ",""
