"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed Aug 11 05:37:47 GMT 2021","Wed Aug 11 05:37:58 GMT 2021","10918","","Home page spec [FIREFOX - win32] ","","","","Failed test [FIREFOX - win32] ",""
"skipped","Wed Aug 11 05:36:00 GMT 2021","Wed Aug 11 05:36:00 GMT 2021","1","","Home page spec [CHROME - darwin] ","","","","Skipped test [CHROME - darwin] ",""
"skipped","Wed Aug 11 05:37:44 GMT 2021","Wed Aug 11 05:37:44 GMT 2021","1","","Home page spec [CHROME - win32] ","","","","Skipped test [CHROME - win32] ",""
"skipped","Wed Aug 11 05:38:00 GMT 2021","Wed Aug 11 05:38:00 GMT 2021","4","","Home page spec [FIREFOX - win32] ","","","","Skipped test [FIREFOX - win32] ",""
"failed","Wed Aug 11 05:35:47 GMT 2021","Wed Aug 11 05:35:58 GMT 2021","10935","","Home page spec [CHROME - darwin] ","","","","Failed test [CHROME - darwin] ",""
"failed","Wed Aug 11 05:37:41 GMT 2021","Wed Aug 11 05:37:53 GMT 2021","11618","","Home page spec [EDGE - win32] ","","","","Failed test [EDGE - win32] ",""
"passed","Wed Aug 11 05:37:36 GMT 2021","Wed Aug 11 05:37:39 GMT 2021","3450","","Home page spec [EDGE - win32] ","","","","Passed test [EDGE - win32] ",""
"skipped","Wed Aug 11 05:37:55 GMT 2021","Wed Aug 11 05:37:55 GMT 2021","2","","Home page spec [EDGE - win32] ","","","","Skipped test [EDGE - win32] ",""
"failed","Wed Aug 11 05:37:31 GMT 2021","Wed Aug 11 05:37:42 GMT 2021","10831","","Home page spec [CHROME - win32] ","","","","Failed test [CHROME - win32] ",""
"passed","Wed Aug 11 05:35:43 GMT 2021","Wed Aug 11 05:35:45 GMT 2021","1944","","Home page spec [CHROME - darwin] ","","","","Passed test [CHROME - darwin] ",""
"passed","Wed Aug 11 05:37:43 GMT 2021","Wed Aug 11 05:37:45 GMT 2021","2227","","Home page spec [FIREFOX - win32] ","","","","Passed test [FIREFOX - win32] ",""
"passed","Wed Aug 11 05:37:26 GMT 2021","Wed Aug 11 05:37:29 GMT 2021","3112","","Home page spec [CHROME - win32] ","","","","Passed test [CHROME - win32] ",""
