"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Sep 12 21:16:54 GMT 2021","Sun Sep 12 21:16:56 GMT 2021","2799","","Home page spec [CHROME - darwin] ","","","","Passed test [CHROME - darwin] ",""
"skipped","Sun Sep 12 21:20:14 GMT 2021","Sun Sep 12 21:20:14 GMT 2021","3","","Home page spec [FIREFOX - win32] ","","","","Skipped test [FIREFOX - win32] ",""
"failed","Sun Sep 12 21:20:00 GMT 2021","Sun Sep 12 21:20:12 GMT 2021","11044","","Home page spec [FIREFOX - win32] ","","","","Failed test [FIREFOX - win32] ",""
"passed","Sun Sep 12 21:19:56 GMT 2021","Sun Sep 12 21:19:58 GMT 2021","2609","","Home page spec [FIREFOX - win32] ","","","","Passed test [FIREFOX - win32] ",""
"failed","Sun Sep 12 21:16:59 GMT 2021","Sun Sep 12 21:17:10 GMT 2021","10942","","Home page spec [CHROME - darwin] ","","","","Failed test [CHROME - darwin] ",""
"skipped","Sun Sep 12 21:18:30 GMT 2021","Sun Sep 12 21:18:30 GMT 2021","1","","Home page spec [EDGE - win32] ","","","","Skipped test [EDGE - win32] ",""
"failed","Sun Sep 12 21:19:25 GMT 2021","Sun Sep 12 21:19:36 GMT 2021","11311","","Home page spec [CHROME - win32] ","","","","Failed test [CHROME - win32] ",""
"passed","Sun Sep 12 21:19:18 GMT 2021","Sun Sep 12 21:19:23 GMT 2021","5238","","Home page spec [CHROME - win32] ","","","","Passed test [CHROME - win32] ",""
"failed","Sun Sep 12 21:18:17 GMT 2021","Sun Sep 12 21:18:28 GMT 2021","10816","","Home page spec [EDGE - win32] ","","","","Failed test [EDGE - win32] ",""
"skipped","Sun Sep 12 21:19:39 GMT 2021","Sun Sep 12 21:19:39 GMT 2021","6","","Home page spec [CHROME - win32] ","","","","Skipped test [CHROME - win32] ",""
"passed","Sun Sep 12 21:18:12 GMT 2021","Sun Sep 12 21:18:15 GMT 2021","2758","","Home page spec [EDGE - win32] ","","","","Passed test [EDGE - win32] ",""
"skipped","Sun Sep 12 21:17:12 GMT 2021","Sun Sep 12 21:17:12 GMT 2021","1","","Home page spec [CHROME - darwin] ","","","","Skipped test [CHROME - darwin] ",""
