"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Tue Oct 05 21:13:30 GMT 2021","Tue Oct 05 21:13:41 GMT 2021","10986","","Home page spec [CHROME - win32] ","","","","Failed test [CHROME - win32] ",""
"passed","Tue Oct 05 21:12:51 GMT 2021","Tue Oct 05 21:12:55 GMT 2021","4360","","Home page spec [EDGE - win32] ","","","","Passed test [EDGE - win32] ",""
"passed","Tue Oct 05 21:13:22 GMT 2021","Tue Oct 05 21:13:27 GMT 2021","5195","","Home page spec [CHROME - win32] ","","","","Passed test [CHROME - win32] ",""
"skipped","Tue Oct 05 21:14:32 GMT 2021","Tue Oct 05 21:14:32 GMT 2021","1","","Home page spec [CHROME - darwin] ","","","","Skipped test [CHROME - darwin] ",""
"skipped","Tue Oct 05 21:13:11 GMT 2021","Tue Oct 05 21:13:11 GMT 2021","2","","Home page spec [EDGE - win32] ","","","","Skipped test [EDGE - win32] ",""
"skipped","Tue Oct 05 21:13:43 GMT 2021","Tue Oct 05 21:13:43 GMT 2021","2","","Home page spec [CHROME - win32] ","","","","Skipped test [CHROME - win32] ",""
"skipped","Tue Oct 05 21:14:29 GMT 2021","Tue Oct 05 21:14:29 GMT 2021","2","","Home page spec [FIREFOX - win32] ","","","","Skipped test [FIREFOX - win32] ",""
"failed","Tue Oct 05 21:14:19 GMT 2021","Tue Oct 05 21:14:30 GMT 2021","11120","","Home page spec [CHROME - darwin] ","","","","Failed test [CHROME - darwin] ",""
"passed","Tue Oct 05 21:14:10 GMT 2021","Tue Oct 05 21:14:13 GMT 2021","3010","","Home page spec [FIREFOX - win32] ","","","","Passed test [FIREFOX - win32] ",""
"failed","Tue Oct 05 21:14:16 GMT 2021","Tue Oct 05 21:14:27 GMT 2021","11139","","Home page spec [FIREFOX - win32] ","","","","Failed test [FIREFOX - win32] ",""
"passed","Tue Oct 05 21:14:14 GMT 2021","Tue Oct 05 21:14:17 GMT 2021","2798","","Home page spec [CHROME - darwin] ","","","","Passed test [CHROME - darwin] ",""
"failed","Tue Oct 05 21:12:57 GMT 2021","Tue Oct 05 21:13:09 GMT 2021","11182","","Home page spec [EDGE - win32] ","","","","Failed test [EDGE - win32] ",""
