"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Fri Aug 20 06:41:13 GMT 2021","Fri Aug 20 06:41:13 GMT 2021","4","","Home page spec [CHROME - win32] ","","","","Skipped test [CHROME - win32] ",""
"passed","Fri Aug 20 06:40:31 GMT 2021","Fri Aug 20 06:40:35 GMT 2021","3502","","Home page spec [EDGE - win32] ","","","","Passed test [EDGE - win32] ",""
"failed","Fri Aug 20 06:40:37 GMT 2021","Fri Aug 20 06:40:48 GMT 2021","10875","","Home page spec [EDGE - win32] ","","","","Failed test [EDGE - win32] ",""
"skipped","Fri Aug 20 06:40:48 GMT 2021","Fri Aug 20 06:40:48 GMT 2021","3","","Home page spec [FIREFOX - win32] ","","","","Skipped test [FIREFOX - win32] ",""
"passed","Fri Aug 20 06:40:54 GMT 2021","Fri Aug 20 06:40:58 GMT 2021","3781","","Home page spec [CHROME - win32] ","","","","Passed test [CHROME - win32] ",""
"failed","Fri Aug 20 06:38:26 GMT 2021","Fri Aug 20 06:38:36 GMT 2021","10766","","Home page spec [CHROME - darwin] ","","","","Failed test [CHROME - darwin] ",""
"passed","Fri Aug 20 06:40:31 GMT 2021","Fri Aug 20 06:40:33 GMT 2021","2292","","Home page spec [FIREFOX - win32] ","","","","Passed test [FIREFOX - win32] ",""
"skipped","Fri Aug 20 06:40:50 GMT 2021","Fri Aug 20 06:40:50 GMT 2021","2","","Home page spec [EDGE - win32] ","","","","Skipped test [EDGE - win32] ",""
"passed","Fri Aug 20 06:38:21 GMT 2021","Fri Aug 20 06:38:24 GMT 2021","2111","","Home page spec [CHROME - darwin] ","","","","Passed test [CHROME - darwin] ",""
"skipped","Fri Aug 20 06:38:39 GMT 2021","Fri Aug 20 06:38:39 GMT 2021","1","","Home page spec [CHROME - darwin] ","","","","Skipped test [CHROME - darwin] ",""
"failed","Fri Aug 20 06:41:00 GMT 2021","Fri Aug 20 06:41:11 GMT 2021","11522","","Home page spec [CHROME - win32] ","","","","Failed test [CHROME - win32] ",""
"failed","Fri Aug 20 06:40:35 GMT 2021","Fri Aug 20 06:40:46 GMT 2021","10869","","Home page spec [FIREFOX - win32] ","","","","Failed test [FIREFOX - win32] ",""
