"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Fri Sep 24 08:56:16 GMT 2021","Fri Sep 24 08:56:16 GMT 2021","1","","Home page spec [CHROME - win32] ","","","","Skipped test [CHROME - win32] ",""
"passed","Fri Sep 24 08:56:28 GMT 2021","Fri Sep 24 08:56:31 GMT 2021","2513","","Home page spec [FIREFOX - win32] ","","","","Passed test [FIREFOX - win32] ",""
"skipped","Fri Sep 24 08:54:20 GMT 2021","Fri Sep 24 08:54:20 GMT 2021","2","","Home page spec [CHROME - darwin] ","","","","Skipped test [CHROME - darwin] ",""
"passed","Fri Sep 24 08:54:02 GMT 2021","Fri Sep 24 08:54:04 GMT 2021","2528","","Home page spec [CHROME - darwin] ","","","","Passed test [CHROME - darwin] ",""
"failed","Fri Sep 24 08:54:07 GMT 2021","Fri Sep 24 08:54:18 GMT 2021","11096","","Home page spec [CHROME - darwin] ","","","","Failed test [CHROME - darwin] ",""
"failed","Fri Sep 24 08:56:33 GMT 2021","Fri Sep 24 08:56:44 GMT 2021","11120","","Home page spec [FIREFOX - win32] ","","","","Failed test [FIREFOX - win32] ",""
"failed","Fri Sep 24 08:56:20 GMT 2021","Fri Sep 24 08:56:31 GMT 2021","11467","","Home page spec [EDGE - win32] ","","","","Failed test [EDGE - win32] ",""
"skipped","Fri Sep 24 08:56:33 GMT 2021","Fri Sep 24 08:56:33 GMT 2021","2","","Home page spec [EDGE - win32] ","","","","Skipped test [EDGE - win32] ",""
"passed","Fri Sep 24 08:56:14 GMT 2021","Fri Sep 24 08:56:18 GMT 2021","3534","","Home page spec [EDGE - win32] ","","","","Passed test [EDGE - win32] ",""
"skipped","Fri Sep 24 08:56:46 GMT 2021","Fri Sep 24 08:56:46 GMT 2021","4","","Home page spec [FIREFOX - win32] ","","","","Skipped test [FIREFOX - win32] ",""
"failed","Fri Sep 24 08:56:02 GMT 2021","Fri Sep 24 08:56:14 GMT 2021","11944","","Home page spec [CHROME - win32] ","","","","Failed test [CHROME - win32] ",""
"passed","Fri Sep 24 08:55:56 GMT 2021","Fri Sep 24 08:56:00 GMT 2021","4452","","Home page spec [CHROME - win32] ","","","","Passed test [CHROME - win32] ",""
