"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Sep 27 21:10:51 GMT 2021","Mon Sep 27 21:11:02 GMT 2021","11047","","Home page spec [EDGE - win32] ","","","","Failed test [EDGE - win32] ",""
"passed","Mon Sep 27 21:11:51 GMT 2021","Mon Sep 27 21:11:55 GMT 2021","4461","","Home page spec [CHROME - win32] ","","","","Passed test [CHROME - win32] ",""
"skipped","Mon Sep 27 21:12:11 GMT 2021","Mon Sep 27 21:12:11 GMT 2021","1","","Home page spec [CHROME - win32] ","","","","Skipped test [CHROME - win32] ",""
"skipped","Mon Sep 27 21:12:44 GMT 2021","Mon Sep 27 21:12:44 GMT 2021","4","","Home page spec [FIREFOX - win32] ","","","","Skipped test [FIREFOX - win32] ",""
"passed","Mon Sep 27 21:10:46 GMT 2021","Mon Sep 27 21:10:49 GMT 2021","3360","","Home page spec [EDGE - win32] ","","","","Passed test [EDGE - win32] ",""
"failed","Mon Sep 27 21:11:58 GMT 2021","Mon Sep 27 21:12:09 GMT 2021","11170","","Home page spec [CHROME - win32] ","","","","Failed test [CHROME - win32] ",""
"passed","Mon Sep 27 21:09:24 GMT 2021","Mon Sep 27 21:09:26 GMT 2021","2503","","Home page spec [CHROME - darwin] ","","","","Passed test [CHROME - darwin] ",""
"failed","Mon Sep 27 21:12:31 GMT 2021","Mon Sep 27 21:12:42 GMT 2021","11307","","Home page spec [FIREFOX - win32] ","","","","Failed test [FIREFOX - win32] ",""
"passed","Mon Sep 27 21:12:26 GMT 2021","Mon Sep 27 21:12:28 GMT 2021","2505","","Home page spec [FIREFOX - win32] ","","","","Passed test [FIREFOX - win32] ",""
"skipped","Mon Sep 27 21:11:05 GMT 2021","Mon Sep 27 21:11:05 GMT 2021","1","","Home page spec [EDGE - win32] ","","","","Skipped test [EDGE - win32] ",""
"skipped","Mon Sep 27 21:09:41 GMT 2021","Mon Sep 27 21:09:41 GMT 2021","2","","Home page spec [CHROME - darwin] ","","","","Skipped test [CHROME - darwin] ",""
"failed","Mon Sep 27 21:09:28 GMT 2021","Mon Sep 27 21:09:39 GMT 2021","10724","","Home page spec [CHROME - darwin] ","","","","Failed test [CHROME - darwin] ",""
