"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Oct 11 21:10:06 GMT 2021","Mon Oct 11 21:10:09 GMT 2021","2686","","Home page spec [CHROME - darwin] ","","","","Passed test [CHROME - darwin] ",""
"failed","Mon Oct 11 21:12:00 GMT 2021","Mon Oct 11 21:12:11 GMT 2021","10958","","Home page spec [FIREFOX - win32] ","","","","Failed test [FIREFOX - win32] ",""
"skipped","Mon Oct 11 21:10:25 GMT 2021","Mon Oct 11 21:10:25 GMT 2021","3","","Home page spec [CHROME - darwin] ","","","","Skipped test [CHROME - darwin] ",""
"skipped","Mon Oct 11 21:12:33 GMT 2021","Mon Oct 11 21:12:33 GMT 2021","2","","Home page spec [EDGE - win32] ","","","","Skipped test [EDGE - win32] ",""
"passed","Mon Oct 11 21:11:39 GMT 2021","Mon Oct 11 21:11:42 GMT 2021","3252","","Home page spec [CHROME - win32] ","","","","Passed test [CHROME - win32] ",""
"skipped","Mon Oct 11 21:12:13 GMT 2021","Mon Oct 11 21:12:13 GMT 2021","3","","Home page spec [FIREFOX - win32] ","","","","Skipped test [FIREFOX - win32] ",""
"failed","Mon Oct 11 21:12:20 GMT 2021","Mon Oct 11 21:12:31 GMT 2021","10935","","Home page spec [EDGE - win32] ","","","","Failed test [EDGE - win32] ",""
"passed","Mon Oct 11 21:11:55 GMT 2021","Mon Oct 11 21:11:57 GMT 2021","2118","","Home page spec [FIREFOX - win32] ","","","","Passed test [FIREFOX - win32] ",""
"failed","Mon Oct 11 21:11:44 GMT 2021","Mon Oct 11 21:11:55 GMT 2021","10914","","Home page spec [CHROME - win32] ","","","","Failed test [CHROME - win32] ",""
"failed","Mon Oct 11 21:10:11 GMT 2021","Mon Oct 11 21:10:22 GMT 2021","11121","","Home page spec [CHROME - darwin] ","","","","Failed test [CHROME - darwin] ",""
"passed","Mon Oct 11 21:12:13 GMT 2021","Mon Oct 11 21:12:18 GMT 2021","4563","","Home page spec [EDGE - win32] ","","","","Passed test [EDGE - win32] ",""
"skipped","Mon Oct 11 21:11:57 GMT 2021","Mon Oct 11 21:11:57 GMT 2021","1","","Home page spec [CHROME - win32] ","","","","Skipped test [CHROME - win32] ",""
