"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Fri Sep 17 21:19:30 GMT 2021","Fri Sep 17 21:19:30 GMT 2021","1","","Home page spec [CHROME - win32] ","","","","Skipped test [CHROME - win32] ",""
"passed","Fri Sep 17 21:17:12 GMT 2021","Fri Sep 17 21:17:14 GMT 2021","2563","","Home page spec [CHROME - darwin] ","","","","Passed test [CHROME - darwin] ",""
"passed","Fri Sep 17 21:19:09 GMT 2021","Fri Sep 17 21:19:14 GMT 2021","4986","","Home page spec [CHROME - win32] ","","","","Passed test [CHROME - win32] ",""
"passed","Fri Sep 17 21:18:55 GMT 2021","Fri Sep 17 21:18:59 GMT 2021","4672","","Home page spec [EDGE - win32] ","","","","Passed test [EDGE - win32] ",""
"failed","Fri Sep 17 21:19:01 GMT 2021","Fri Sep 17 21:19:13 GMT 2021","11240","","Home page spec [EDGE - win32] ","","","","Failed test [EDGE - win32] ",""
"failed","Fri Sep 17 21:17:16 GMT 2021","Fri Sep 17 21:17:28 GMT 2021","11105","","Home page spec [CHROME - darwin] ","","","","Failed test [CHROME - darwin] ",""
"failed","Fri Sep 17 21:19:33 GMT 2021","Fri Sep 17 21:19:44 GMT 2021","10943","","Home page spec [FIREFOX - win32] ","","","","Failed test [FIREFOX - win32] ",""
"skipped","Fri Sep 17 21:17:30 GMT 2021","Fri Sep 17 21:17:30 GMT 2021","2","","Home page spec [CHROME - darwin] ","","","","Skipped test [CHROME - darwin] ",""
"failed","Fri Sep 17 21:19:16 GMT 2021","Fri Sep 17 21:19:28 GMT 2021","11406","","Home page spec [CHROME - win32] ","","","","Failed test [CHROME - win32] ",""
"skipped","Fri Sep 17 21:19:46 GMT 2021","Fri Sep 17 21:19:46 GMT 2021","3","","Home page spec [FIREFOX - win32] ","","","","Skipped test [FIREFOX - win32] ",""
"passed","Fri Sep 17 21:19:29 GMT 2021","Fri Sep 17 21:19:31 GMT 2021","2550","","Home page spec [FIREFOX - win32] ","","","","Passed test [FIREFOX - win32] ",""
"skipped","Fri Sep 17 21:19:15 GMT 2021","Fri Sep 17 21:19:15 GMT 2021","1","","Home page spec [EDGE - win32] ","","","","Skipped test [EDGE - win32] ",""
