"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Oct 16 21:11:22 GMT 2021","Sat Oct 16 21:11:24 GMT 2021","2059","","Home page spec [FIREFOX - win32] ","","","","Passed test [FIREFOX - win32] ",""
"skipped","Sat Oct 16 21:12:30 GMT 2021","Sat Oct 16 21:12:30 GMT 2021","2","","Home page spec [EDGE - win32] ","","","","Skipped test [EDGE - win32] ",""
"passed","Sat Oct 16 21:12:18 GMT 2021","Sat Oct 16 21:12:22 GMT 2021","4327","","Home page spec [CHROME - win32] ","","","","Passed test [CHROME - win32] ",""
"failed","Sat Oct 16 21:11:26 GMT 2021","Sat Oct 16 21:11:37 GMT 2021","10931","","Home page spec [FIREFOX - win32] ","","","","Failed test [FIREFOX - win32] ",""
"failed","Sat Oct 16 21:12:25 GMT 2021","Sat Oct 16 21:12:36 GMT 2021","11660","","Home page spec [CHROME - win32] ","","","","Failed test [CHROME - win32] ",""
"passed","Sat Oct 16 21:12:09 GMT 2021","Sat Oct 16 21:12:14 GMT 2021","4487","","Home page spec [EDGE - win32] ","","","","Passed test [EDGE - win32] ",""
"failed","Sat Oct 16 21:13:57 GMT 2021","Sat Oct 16 21:14:09 GMT 2021","11086","","Home page spec [CHROME - darwin] ","","","","Failed test [CHROME - darwin] ",""
"failed","Sat Oct 16 21:12:16 GMT 2021","Sat Oct 16 21:12:28 GMT 2021","11666","","Home page spec [EDGE - win32] ","","","","Failed test [EDGE - win32] ",""
"skipped","Sat Oct 16 21:12:39 GMT 2021","Sat Oct 16 21:12:39 GMT 2021","2","","Home page spec [CHROME - win32] ","","","","Skipped test [CHROME - win32] ",""
"skipped","Sat Oct 16 21:14:11 GMT 2021","Sat Oct 16 21:14:11 GMT 2021","2","","Home page spec [CHROME - darwin] ","","","","Skipped test [CHROME - darwin] ",""
"skipped","Sat Oct 16 21:11:40 GMT 2021","Sat Oct 16 21:11:40 GMT 2021","4","","Home page spec [FIREFOX - win32] ","","","","Skipped test [FIREFOX - win32] ",""
"passed","Sat Oct 16 21:13:53 GMT 2021","Sat Oct 16 21:13:55 GMT 2021","2358","","Home page spec [CHROME - darwin] ","","","","Passed test [CHROME - darwin] ",""
